TIC ID,CTOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Midpoint (BJD),Midpoint err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Radius (R_Earth),Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
100103200,100103200.01,,,,,,,,PC,,8.69367,0.006999999999999999,24.680267999999998,-45.242391999999995,-150.955,0.037000000000000005,-70.21300000000001,0.043,2458380.0894,0.0018,18.4462,0.0024,,,,,,,90.45,0.33,,,0.035,0.002,51.4,9.45,1.97,0.11,,,4.2,0.3,,,,,,,,,,,,,,,16.7457,0.0077,3850.0,157.0,4.72245,0.00862631,0.517124,0.0153096,2019-02-21 16:05:46,christiansen,,2163,Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf
110718787,110718787.01,,,,,,,,PC,,13.947000000000001,0.009000000000000001,114.73227,-29.388675,-5.686,0.031,5.0360000000000005,0.036000000000000004,2458494.4292960446,0.0044722489546984425,3.091714320211069,0.0013290686352946945,67.319294,42.280037,60120.272153252605,38192.88542744477,3.4439057492176133,0.7457649159276827,81.23006025934117,4.592818441031647,0.9064609789647936,0.5351589933419222,0.2451943558756045,0.1101430258554906,5.945279655129896,1.6664156087517985,22.66842445981717,6.8005273379451525,,,,,,,,,,,,,,,,,,,552.14,6.8215,5090.0,124.0,4.5111300000000005,,0.8475790000000001,,2019-09-18 09:12:28,bouma,tfopwg,5724,Cand HJ in Haffner13 (30 Myr; CG18). Strong rot var.  PMs a bit off. (CDIPS; Bouma+19)
115115136,115115136.01,,,,,,,,PC,,11.3959,0.006,316.796244,-39.766381,24.590999999999998,0.055999999999999994,-13.34,0.044000000000000004,2458335.8122,,3.9708330000000003,,3814.7836520000005,,970208.9,,3.56666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.29900000000004,7.005,6238.0,136.209,4.221769999999999,0.085633,1.41105,0.06852260000000002,2019-05-10 10:14:26,lipponen,,3534,firstBulkUploadTest
115115136,115115136.02,,,,,,,,PC,,11.3959,0.006,316.796244,-39.766381,24.590999999999998,0.055999999999999994,-13.34,0.044000000000000004,2458325.9095,,4.0,,6141.6927479999995,,996506.0,,3.3333333333333304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.29900000000004,7.005,6238.0,136.209,4.221769999999999,0.085633,1.41105,0.06852260000000002,2019-05-10 10:14:26,lipponen,,3534,firstBulkUploadTest
116887189,116887189.01,,,,,,,,FP,,14.6168,0.013000000000000001,47.075765999999994,51.66989,-2.258,0.147,-1.5090000000000001,0.128,2458796.403,0.004,0.8059,0.0001,33.070664,,30000.0,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212.31,376.63,6689.0,128.0,3.76036,,2.60014,,2020-02-05 22:48:29,montet,,16444,RV binary from Brown+ 2020 (arXiv:2002.00014). Previously considered WD candidate; TESS shows it to be eclipsing
121420805,121420805.01,,,,,,,,PC,,11.3169,0.006,341.833475,-47.916093,-9.558,0.055,-4.838,0.07400000000000001,2458326.2293,,1.7201389999999999,,540.3510259999999,,392061.58123264206,,4.93333333333333,,,,,,,,,,96.9894574537454,,,,,,,,,,,,,,,,,,,,754.3810000000001,32.912,7942.0,138.28799999999998,4.2016,0.08319800000000001,1.81447,0.08787439999999999,2019-06-06 03:40:31,lipponen,,3787,sector1
121420805,121420805.02,,,,,,,,PC,,11.3169,0.006,341.833475,-47.916093,-9.558,0.055,-4.838,0.07400000000000001,2458327.0863,,1.718056,,3023.466416,,938253.34528765,,4.1,,,,,,,,,,30.9101741512152,,,,,,,,,,,,,,,,,,,,754.3810000000001,32.912,7942.0,138.28799999999998,4.2016,0.08319800000000001,1.81447,0.08787439999999999,2019-06-06 03:40:31,lipponen,,3787,sector1
125192758,125192758.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,PC,FP,14.1452,0.011000000000000001,105.394824,-8.816844,-0.83,0.057,-0.35700000000000004,0.053,2458492.689092073,0.005194524535909295,1.7306882364130334,0.0006749908248124825,35.612336,21.505482,32268.08100739372,19612.40559358689,2.686494366105096,0.6575725647618619,72.73502181723704,6.471461416425678,0.989376392541696,0.4619497044016473,0.1796331845940324,0.0772021329018234,3.33357697194692,0.9772137114419448,29.24658979244059,8.773976937732176,,,,,,,,,,,,,,,,,,,1100.46,47.425,5384.0,123.0,4.0586400000000005,,1.49265,,2019-11-01 06:09:23,bouma,tfopwg,5723,"Giant PC in M50, 100Myr star; rot variable. Parallax a tad low, but within CG18's M50 members.  (CDIPS; Bouma+19)"
126098688,126098688.01,,,,,,,,PC,,9.2081,0.006,56.286657999999996,32.976883,50.785,0.078,-36.06,0.047,2458795.63045,,5.913825,0.007519,0.682057,0.205224,628.0,189.0,3.5860000000000003,0.24600000000000002,,,,,,,,,2.52,0.41,,,208.4,,961.0,,,,0.063,,,,,,,,,,86.3434,0.34145,5595.55,118.01899999999999,4.49621,0.0766822,0.930564,0.0444623,2020-01-02 18:15:31,damboiu,,8516,Signal displays possible TTVs
126945917,126945917.01,,,,,,,,PC,,9.1063,0.006,318.732623,-43.395502,44.059,0.081,-12.722000000000001,0.07200000000000001,2458325.6218,,1.347917,,2225.344165,,871215.8742711559,,6.66666666666667,,,,,,,,,,73.6053970136627,,,,,,,,,,,,,,,,,,,,310.176,5.5135,7580.0,145.012,3.9854800000000004,0.083325,2.2338299999999998,0.08540199999999999,2019-05-25 09:17:28,lipponen,,3787,sector1
126945917,126945917.02,,,,,,,,PC,,9.1063,0.006,318.732623,-43.395502,44.059,0.081,-12.722000000000001,0.07200000000000001,2458326.2885,,1.3423610000000001,,1117.184164,,642623.21768236,,5.0333333333333306,,,,,,,,,,122.614451487989,,,,,,,,,,,,,,,,,,,,310.176,5.5135,7580.0,145.012,3.9854800000000004,0.083325,2.2338299999999998,0.08540199999999999,2019-05-25 09:17:28,lipponen,,3787,sector1
128703021,128703021.01,,,,,,,,PC,,5.5859,0.006,219.79395099999996,-46.585398,-198.202,0.122,-214.385,0.08,2458601.85,,0.0,,0.651637,0.217169,600.0,200.0,7.2,2.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,34.0141,0.06055,6281.14,103.866,4.12175,0.07672000000000001,1.59629,0.0630025,2020-03-06 02:04:31,eisner,tfopwg,17977,Planet Hunters TESS candidate. Single transit event.
129268651,129268651.01,,,,,,,,PC,,13.8728,0.006999999999999999,118.76718500000001,-28.829894,-119.149,0.07400000000000001,-31.476,0.08199999999999999,2458526.2541099996,0.0027199999999999998,5.965288,0.001875,0.000109,,0.1,0.0,0.087,0.009000000000000001,90.21,0.99,-0.098,0.46799999999999997,0.2175,0.0121,27.0,2.7,5.41,0.34,,,4.3,0.4,400.9,8.5,,,0.0373,0.0002,0.0,0.0,,,,,,,56.9275,0.15745,3380.0,157.0,5.0178400000000005,0.0181984,0.22788699999999998,0.00687227,2019-06-10 08:56:06,cloutier,,4047,new CTOI from ORION (https://arxiv.org/abs/1812.08145)
133260600,133260600.01,,,,,,,,PC,,13.8454,0.006,120.81414699999999,-37.278252,-9.302999999999999,0.038,5.619,0.039,2458518.47746052,0.00119558,1.42374409,0.00012496,167.294594,43.587032,142800.0,39350.0,2.47,0.136,79.9,1.6,0.855,0.139,0.37789,0.07364,4.87,0.18,43.72,13.12,,,,,,,,,,,,,,,,,,,488.274,5.551,4687.0,122.0,4.26195,,1.0607,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Probably EB, else HJ in Vela OB2 pop2 (<50Myr, CG19)."
133323306,133323306.01,,,,,,,,PC,,11.9726,0.006999999999999999,149.572288,-49.941819,-10.224,0.057,5.704,0.044000000000000004,2458558.32394991,0.00508751,1.09506063,0.00044528,3.098766,0.217169,2850.0,200.0,2.6310000000000002,0.615,81.2,8.0,0.473,0.431,0.0534,0.00262,3.08,0.57,12.55,0.85,,,,,,,,,,,,,,,,,,,922.908,25.9115,7330.0,136.4,3.99106,0.0840126,2.15555,0.101249,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand 1.1d HJ, Theia 988 (~500Myr; KC19). Short period rotn(?) signal too. Multisector."
134528212,134528212.01,,,,,,,,PC,,13.7025,0.006,122.413793,-37.371099,4.079,2.85,-4.126,2.85,2458492.259666701,0.002742790617048741,1.6052396275434235,0.0003335330681822901,14.927554999999998,7.269424000000001,13654.703335187733,6673.022969491445,1.8457391282985087,0.5692965005768077,84.06739597190902,6.483996954097487,0.6361707641387302,0.7197943383026958,0.11685334113831633,0.04038001606779714,6.154989047226483,1.8888896131291664,15.573008369147153,7.126463721774588,,,,,,,,,,,,,,,,,,,705.238,,,,,,,,2019-09-18 09:12:28,bouma,tfopwg,5724,"Cand HJ, Dias14 says in NGC2546. Occ depth implies likely EB. Star is 2sigma off in parallax & PMs. (CDIPS; Bouma+19)"
135036669,135036669.01,,,,,,,,PC,,15.709000000000001,0.008,150.273202,-52.435795999999996,-22.691999999999997,0.15,7.371,0.147,2458544.62803991,0.00321066,0.91122495,0.00019845,66.51065,2.7395080000000003,59420.0,2520.0,3.1719999999999997,0.488,81.9,5.9,0.382,0.27899999999999997,0.24377,0.0073,2.72,0.28,7.31,0.32,,,,,,,,,,,,,,,,,,,131.444,1.554,2999.0,157.0,4.954619999999999,0.00770906,0.274907,0.008943101,2020-01-03 11:21:12,bouma,tfopwg,8521,Cand super-Neptune; IC2602 (30Myr; KC19). PMS M dwarf. Faint.
139198430,139198430.01,,,,,,,,PC,,9.3059,0.006,345.630986,-46.085195,-24.1,1.3,-2.1,1.4,2458333.111,,,,10.875337,,9966.556999999999,,1.3,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,135.265,,5984.0,,,,1.21977,,2019-04-10 21:28:18,lipponen,,3118,single_drop
139468902,139468902.01,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374000000000002,0.057,-0.359,0.07,2458325.6366,,0.4645833,,1.0019790000000002,,922.4310036251551,,3.96666666666667,,,,,,,,,,8.42035525379225,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536.0,253.483,4.25706,0.0622919,2.03136,0.0527513,2019-08-02 00:39:26,lipponen,,5065,sector1
139468902,139468902.02,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374000000000002,0.057,-0.359,0.07,2458325.8658,,0.45694440000000003,,0.174322,,160.543413750362,,2.2666666666666697,,,,,,,,,,3.5128508900784903,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536.0,253.483,4.25706,0.0622919,2.03136,0.0527513,2019-08-02 00:39:26,lipponen,,5065,sector1
139771134,139771134.01,,,,,,,,PC,,12.5093,0.006,324.128236,-52.513101,20.985,0.027000000000000003,-16.051,0.027000000000000003,2458335.2118,0.0011,0.9133100000000001,2e-05,5.988030999999999,0.32577,5500.0,300.0,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.794,0.867,4540.87,129.529,4.52039,0.101062,0.771805,0.0622764,2019-04-23 14:08:06,feinstein,,3349,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
139825840,139825840.01,,,,,,,,PC,,5.64,0.006,324.99870899999996,-52.358977,-17.624000000000002,0.28800000000000003,5.8870000000000005,0.273,2458328.538,,7.668056,,3230.198976,,948958.854825671,,11.766666666666698,,,,,,,,,,247.80003517301202,,,,,,,,,,,,,,,,,,,,193.947,5.67,5986.0,122.0,,,9.702760000000001,,2019-05-25 09:17:28,lipponen,,3787,sector1
139825840,139825840.02,,,,,,,,PC,,5.64,0.006,324.99870899999996,-52.358977,-17.624000000000002,0.28800000000000003,5.8870000000000005,0.273,2458332.363,,7.701389,,3539.4174359999997,,961608.681686904,,12.5,,,,,,,,,,214.91051830424598,,,,,,,,,,,,,,,,,,,,193.947,5.67,5986.0,122.0,,,9.702760000000001,,2019-05-25 09:17:28,lipponen,,3787,sector1
140659980,140659980.01,,,,,,,,PC,,8.984900999999999,0.006,72.473479,-72.4627,8.85,0.249,-18.881,0.299,2458328.2744,,9.441667,,3343.0667780000003,,953998.362753968,,3.7333333333333303,,,,,,,,,,48.9076011158784,,,,,,,,,,,,,,,,,,,,148.437,3.4825,5642.4,120.574,3.8485699999999996,0.0827912,1.97128,0.112251,2019-06-06 03:40:31,lipponen,,3787,sector1
140659980,140659980.02,,,,,,,,PC,,8.984900999999999,0.006,72.473479,-72.4627,8.85,0.249,-18.881,0.299,2458332.7438,,9.4375,,3863.6727530000003,,971520.5958541391,,4.5,,,,,,,,,,38.4817812344671,,,,,,,,,,,,,,,,,,,,148.437,3.4825,5642.4,120.574,3.8485699999999996,0.0827912,1.97128,0.112251,2019-06-06 03:40:31,lipponen,,3787,sector1
140978827,140978827.01,,,,,,,,PC,,13.5826,0.006999999999999999,128.743278,-43.26983,-8.666,0.032,8.753,0.032,2458549.49441447,0.00122618,8.2994967,0.00097262,54.605793000000006,4.057368,49050.0,3730.0,2.174,0.298,88.8,0.7,0.629,0.368,0.22148,0.0119,30.54,5.08,23.01,6.9,,,,,,,,,,,,,,,,,,,717.829,10.099,7672.0,122.0,4.73565,,0.952456,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand WJ, BH 34 (70Myr; KC19). Quite deep. (Maybe EB)."
141268467,141268467.01,,,,,,,,PC,,7.7088,0.006,82.513908,-76.248677,34.769,0.048,7.278,0.05,2458326.4592,,4.180556,,880.2495289999999,,555470.907963205,,5.23333333333333,,,,,,,,,,140.32563423060802,,,,,,,,,,,,,,,,,,,,103.385,0.2655,6235.0,129.514,3.9643800000000002,0.0855841,1.8977400000000002,0.08747739999999998,2019-05-25 09:17:28,lipponen,,3787,sector1
141268467,141268467.02,,,,,,,,PC,,7.7088,0.006,82.513908,-76.248677,34.769,0.048,7.278,0.05,2458328.555,,4.175,,837.010845,,537410.615908896,,5.3,,,,,,,,,,143.365889192342,,,,,,,,,,,,,,,,,,,,103.385,0.2655,6235.0,129.514,3.9643800000000002,0.0855841,1.8977400000000002,0.08747739999999998,2019-05-25 09:17:28,lipponen,,3787,sector1
141622065,141622065.01,,,,,,,,PC,,9.7993,0.006,89.22876099999999,-73.34255300000001,1.301,0.039,20.042,0.042,2458326.2894,,2.952083,,2069.318393,,851313.121939464,,5.3,,,,,,,,,,60.0093161304443,,,,,,,,,,,,,,,,,,,,529.0219999999999,6.0225,6640.1,112.697,3.46823,0.09110739999999999,3.61396,0.155,2019-06-06 03:40:31,lipponen,,3787,sector1
141622065,141622065.02,,,,,,,,PC,,9.7993,0.006,89.22876099999999,-73.34255300000001,1.301,0.039,20.042,0.042,2458330.6977,,3.0006939999999998,,1901.806468,,826508.815289122,,6.5,,,,,,,,,,64.8217964112059,,,,,,,,,,,,,,,,,,,,529.0219999999999,6.0225,6640.1,112.697,3.46823,0.09110739999999999,3.61396,0.155,2019-06-06 03:40:31,lipponen,,3787,sector1
141708335,141708335.01,,,,,,,,PC,,12.055,0.006999999999999999,90.45728199999999,-77.299522,-12.543,0.055999999999999994,-161.781,0.073,2458352.46295,0.00237,4.761678,0.0005679999999999999,,,0.0,0.0,0.1,0.006999999999999999,90.14,1.42,-0.038,0.39299999999999996,0.0443,0.0016,15.9,1.0,2.05,0.1,,,10.5,0.9,501.5,10.6,,,0.043,0.0001,0.0,0.0,,,,,,,48.7639,0.1019,3325.0,157.0,4.805,0.0048158,0.423791,0.0126415,2019-06-10 08:31:44,cloutier,,4044,new CTOI from ORION (https://arxiv.org/abs/1812.08145)
141809359,141809359.01,,,,,,,,PC,,11.3725,0.006,92.642723,-73.786636,-1.6119999999999999,0.036000000000000004,-4.822,0.043,2458328.0977,,12.148610000000001,,40.293009000000005,,36431.050942352296,,3.86666666666667,,,,,,,,,,16.1652683042187,,,,,,,,,,,,,,,,,,,,983.334,19.8135,4707.0,122.0,,,6.30857,,2019-06-22 00:19:17,lipponen,,3787,sector1
141809359,141809359.02,,,,,,,,PC,,11.3725,0.006,92.642723,-73.786636,-1.6119999999999999,0.036000000000000004,-4.822,0.043,2458335.9615,,12.16111,,11.89912,,10899.6577431383,,3.86666666666667,,,,,,,,,,8.84206082046754,,,,,,,,,,,,,,,,,,,,983.334,19.8135,4707.0,122.0,,,6.30857,,2019-06-22 00:19:17,lipponen,,3787,sector1
141943694,141943694.01,,,,,,,,PC,,11.3597,0.006,95.431298,-75.657206,-2.5380000000000003,0.037000000000000005,10.174,0.047,2458598.089,,1.836272,,2.852172,,2623.5,,1.2,,,,,,0.05038043925,,,,12.83816744,,,,,,,,,,,,,,,,,,,,1006.1,22.730999999999998,8656.0,159.417,4.05356,0.0715812,2.2934200000000002,0.0811608,2019-06-21 22:58:50,galgano,,4210,vetted with DAVE (https://arxiv.org/abs/1901.07459)
143924219,143924219.01,,,,,,,,PC,,8.3245,0.006,332.70319,-48.890693,13.212,0.052000000000000005,-10.497,0.055,2458326.8171,,2.8180560000000003,,26.050945000000002,,23708.243783781803,,2.43333333333333,,,,,,,,,,32.9343632599772,,,,,,,,,,,,,,,,,,,,146.485,0.8220000000000001,6412.0,127.70700000000001,3.9911,0.08496770000000001,1.9001099999999997,0.0801985,2019-08-02 00:39:26,lipponen,,3787,sector1
143924219,143924219.02,,,,,,,,PC,,8.3245,0.006,332.70319,-48.890693,13.212,0.052000000000000005,-10.497,0.055,2458328.2282,,2.8152779999999997,,1.8226060000000002,,1677.27433714794,,2.3333333333333304,,,,,,,,,,8.75995006077052,,,,,,,,,,,,,,,,,,,,146.485,0.8220000000000001,6412.0,127.70700000000001,3.9911,0.08496770000000001,1.9001099999999997,0.0801985,2019-08-02 00:39:26,lipponen,,3787,sector1
144000467,144000467.01,,,,,,,,PC,,8.2307,0.006,336.26364700000005,-53.810945999999994,74.244,0.046,-155.219,0.052000000000000005,2458327.996,,8.883333,,119.19455,,103970.764554297,,5.36666666666667,,,,,,,,,,53.50843463522321,,,,,,,,,,,,,,,,,,,,91.0041,0.2843,5701.0,124.074,4.1022099999999995,0.0763619,1.48671,0.073902,2019-06-22 00:19:17,lipponen,,3787,sector1
144000467,144000467.02,,,,,,,,PC,,8.2307,0.006,336.26364700000005,-53.810945999999994,74.244,0.046,-155.219,0.052000000000000005,2458333.2946,,8.884028,,256.04604900000004,,210082.782028952,,5.0,,,,,,,,,,76.0609695820994,,,,,,,,,,,,,,,,,,,,91.0041,0.2843,5701.0,124.074,4.1022099999999995,0.0763619,1.48671,0.073902,2019-06-22 00:19:17,lipponen,,3787,sector1
144462697,144462697.01,,,,,,,,PC,,11.8315,0.006999999999999999,336.34837200000004,-44.594208,10.398,0.046,4.152,0.048,2458325.663,,1.233333,,943.835612,,580757.062712736,,3.9,,,,,,,,,,112.245976915517,,,,,,,,,,,,,,,,,,,,794.568,21.7775,7337.0,155.572,4.20784,0.08857380000000001,1.67946,0.0798995,2019-06-06 03:40:31,lipponen,,3787,sector1
144462697,144462697.02,,,,,,,,PC,,11.8315,0.006999999999999999,336.34837200000004,-44.594208,10.398,0.046,4.152,0.048,2458326.2811,,1.235417,,2688.9738780000002,,915974.627010257,,3.7,,,,,,,,,,50.2508174592533,,,,,,,,,,,,,,,,,,,,794.568,21.7775,7337.0,155.572,4.20784,0.08857380000000001,1.67946,0.0798995,2019-06-06 03:40:31,lipponen,,3787,sector1
146129309,146129309.01,,,,,,,,PC,,10.8613,0.006,123.503399,-31.150074,-4.8180000000000005,0.047,8.289,0.047,2458519.50673889,0.00182817,3.21445402,0.00049973,5.256811,1.151491,4830.0,1060.0,1.229,0.506,88.2,2.8,0.574,0.907,0.06953,0.01073,18.05,6.26,12.97,2.08,,,,,,,,,,,,,,,,,,,435.37300000000005,6.1755,6663.0,151.03799999999998,4.119759999999999,0.0861159,1.7106,0.07388439999999999,2020-01-03 11:21:12,bouma,tfopwg,8521,"Maybe on TIC146129313 (which is also cluster member!). HJ in Vela OB2 pop6 (20Myr, CG19)."
148158540,148158540.01,,,,,,,,FP,,5.8843,0.01,229.73478500000002,-40.788315000000004,-20.070999999999998,0.486,-21.576999999999998,0.384,2458601.2830000003,0.002,1.8488,0.0002,42.06232,1.086279,38000.0,1000.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.96,3.622,13459.0,93.0,,,,,2019-12-17 12:53:38,montet,,8013,Consistent with membership in 15 Myr UCL association. Eccentric EB with clear primary and secondary.
150030205,150030205.03,,,,,,,,PC,,9.1059,0.006,90.984276,-60.666335,76.064,0.048,-3.4819999999999998,0.04,2458327.101,,10.868243,,0.140721,0.003909,129.6,3.6,2.9,,,,0.55,0.03,,,,,1.0,0.03,,,51.4,6.0,682.0,,,,0.09039,,,,,,,,,,59.2293,0.07465,5116.0,122.45700000000001,4.57337,0.0860203,0.793597,0.0471155,2019-04-28 15:37:18,spencer,,3406,"Marginal, low s2n PC"
150429807,150429807.01,,,,,,,,PC,,9.6161,0.006,97.06070799999999,-62.528687,-21.61,0.044000000000000004,87.72,0.047,2458338.348,,,,3272.59571,,950913.539656841,,6.86666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.185,0.305,5407.0,132.27700000000002,4.2497,0.08269539999999999,1.20433,0.0648317,2019-05-25 09:17:28,lipponen,,3787,sector1
150442264,150442264.01,,,,,,,,PC,,6.2927,0.006,97.794246,-61.879490000000004,-9.142000000000001,0.149,12.087,0.166,2458328.3077,,1.6527779999999999,,5419.25442,,993203.297951734,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.11,12.895,,,,,,,2019-05-25 09:17:28,lipponen,,3787,sector1
150442264,150442264.02,,,,,,,,PC,,6.2927,0.006,97.794246,-61.879490000000004,-9.142000000000001,0.149,12.087,0.166,2458328.3049,,2.981944,,5437.118015,,993314.2090347371,,2.2333333333333303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.11,12.895,,,,,,,2019-05-25 09:17:28,lipponen,,3787,sector1
152223725,152223725.01,,,,,,,,PC,,9.3148,0.006999999999999999,312.27952,-33.731786,3.805,0.07400000000000001,1.6980000000000002,0.053,2458327.6764,,4.4319440000000005,,121.753363,,106079.99870739,,10.6666666666667,,,,,,,,,,59.0300136509334,,,,,,,,,,,,,,,,,,,,643.91,21.211,7708.0,157.149,3.44331,0.0861901,4.22881,0.195377,2019-08-02 00:39:26,lipponen,,3787,sector1
152223725,152223725.02,,,,,,,,PC,,9.3148,0.006999999999999999,312.27952,-33.731786,3.805,0.07400000000000001,1.6980000000000002,0.053,2458329.8916,,4.440278,,859.931959,,547074.03700644,,14.1,,,,,,,,,,134.053816570254,,,,,,,,,,,,,,,,,,,,643.91,21.211,7708.0,157.149,3.44331,0.0861901,4.22881,0.195377,2019-08-02 00:39:26,lipponen,,3787,sector1
152283270,152283270.01,,,,,,,,PC,,7.502999999999999,0.018000000000000002,329.231519,-35.359835,16.8,1.1,-1.3,1.2,2458336.0,,,,10.903477,,9992.216,,8.6,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,198.80700000000002,,,,,,,,2019-04-22 08:27:21,lipponen,,3264,drop_in_two_phases
153065527,153065527.02,,,,,,,,PC,,11.2828,0.006999999999999999,49.262643,-42.244149,41.675,0.055,-412.827,0.07400000000000001,2458388.699007,,3.3071339999999996,,0.9980870000000001,0.10776500000000001,918.85,99.25,1.081,,,,0.71,0.09,,,,,1.38,0.19,,,17.86,4.57,524.0,,,,0.03279,0.001,,,,,,,,,31.0597,0.03405,3324.0,157.0,4.83718,0.0026576,0.38860900000000004,0.0116001,2019-04-29 06:41:25,spencer,,3411,"s2n=6.1, in a 4:1 resonance with TOI-406.01"
154671430,154671430.01,,,,,3.0,,,PC,,12.8402,0.01,122.310616,-29.552349,-5.2620000000000005,0.025,7.27,0.028999999999999998,2458491.9883071855,0.004925849149003625,1.1643796061428282,0.0003918466132653009,2.4340349999999997,0.204429,2239.317779864979,188.26818031435008,2.241624230246844,0.5511291314729119,83.56238650909211,6.285409553379012,0.4317799472487479,0.4269431598238073,0.047321430450325344,0.002813222375466322,3.851007453601661,0.6938347916268184,5.90193371738198,0.4535099222526078,,,,,,,,,,,,,,,,,,,665.4860000000001,8.3835,6274.0,136.891,4.40802,0.09019339999999999,1.14342,0.0556684,2019-11-25 14:34:17,bouma,tfopwg,5722,Cand super-Neptune in NGC2527 (CG18). CMD shows a bit faint. RA/dec show on outskirts. (CDIPS; Bouma+19).
160036449,160036449.01,,,,,,,,PC,,10.8022,0.006,336.752435,-37.188396000000004,27.218000000000004,0.07400000000000001,-6.3229999999999995,0.098,2458325.8826,,1.896528,,2896.24439,,930577.1811169409,,4.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.191,22.12,7517.0,135.094,4.09957,0.086952,1.9421099999999998,0.09471339999999999,2019-06-06 03:40:31,lipponen,,3787,sector1
160036449,160036449.02,,,,,,,,PC,,10.8022,0.006,336.752435,-37.188396000000004,27.218000000000004,0.07400000000000001,-6.3229999999999995,0.098,2458326.8312,,1.89375,,876.0879369999999,,553763.7727720339,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.191,22.12,7517.0,135.094,4.09957,0.086952,1.9421099999999998,0.09471339999999999,2019-06-06 03:40:31,lipponen,,3787,sector1
160039081,160039081.01,,,,,,,,PC,,7.8206,0.006,241.581203,53.514641000000005,69.846,0.048,-93.055,0.06,2458752.93,0.02,0.0,,0.543004,0.108579,500.0,100.0,4.8,1.0,,,,,,,,,2.4,1.0,,,,,,,,,,,,,,,,,,,63.7194,0.11525,6004.0,117.65700000000001,4.36245,0.07416610000000001,1.1494,0.0511759,2020-01-24 09:59:56,eisner,,15944,Planet Hunters TESS candidate. Single transit event.
160491359,160491359.01,,,,,,,,PC,,10.3366,0.006,239.016918,73.07392,-77.706,0.040999999999999995,15.186,0.046,2458684.1599,,2.662873,0.0007639999999999999,0.309479,0.040173,285.0,37.0,2.6060000000000003,0.011000000000000001,,,,,,,,,1.54,0.1,,,276.0,,1039.0,,,,0.0359,,,,,,,,,,95.5156,0.1938,4884.0,123.463,4.53529,0.0877308,0.799716,0.0531859,2020-01-02 18:03:15,damboiu,,8514,"Strong PC, s2n=8.2"
165110772,165110772.01,,,,,,,,PC,,8.7359,0.006,323.011412,-37.769890000000004,40.287,0.11,-15.455,0.09699999999999999,2458325.9025,,0.06111111,,2.421828,,2228.1,,0.833333333333333,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,146.687,1.6475,7322.0,135.23,4.41755,0.0817614,1.31921,0.0491557,2019-08-02 00:39:26,lipponen,,5065,sector1
