TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Edited (UTC),Date Modified,Comments
350584963,787.01,,2,4,2,2,2,4,4,5,PC,,9.4799,0.006,,1,spoc,05:48:27.85,-56:00:14.83,23.605,0.065,2.831,0.061,2458325.892212,0.002142,2.126437,4.7E-05,2.429638,0.544603,0.146375,0.016394,134.807358,134.807358,1.491995,2.33879,2079.77124,1722.358887,8.224734,180.291,1.0145,6623,200,4.38359,0.333554,1.25494,0.156767,,,"1,2,3,4,5,6,7,8",2019-05-24 18:31:06,2019-12-17 15:43:38,2020-01-16 02:34:07,low SNR; need SG1 to check 5
349829627,788.01,,3,4,3,3,2,4,4,5,PC,,9.0255,0.006,,1,spoc,07:34:46.87,-61:14:24.25,-31.077,0.055,-36.691,0.044,2458329.394287,0.004808,6.487305,0.000233,1.885536,0.418544,0.172012,0.02362,158.416565,158.416565,3.550984,1.4905,1096.452271,1467.63208,8.001731,184.204,0.849,4997,172,3.45154,0.335717,2.8342,0.448353,,,"1,3,4,5,6,7,8,9,10,11,13",2019-05-24 18:31:03,2019-12-17 15:43:38,2020-01-16 02:34:07,low S/N; crowded
300710077,789.01,,1,4,1,2,1,4,4,5,PC,,11.9802,0.007,,1,spoc,07:41:04.85,-71:18:13.55,129.613,0.056,148.226,0.068,2458329.114746,0.002978,5.446722,0.000121,1.582508,0.855307,1.008516,0.144313,928.446045,928.446045,1.151749,1.854571,9.347788,445.96109,8.333778,43.407,0.0579,3471,64,4.87707,0.378264,0.373,0.06,,,"1,2,3,5,6,7,8,9",2019-05-24 18:30:56,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES; Busy field but no stars within 19
308994098,790.01,,1,4,1,3,2,4,4,5,PC,,8.9914,0.006,,1,spoc,08:13:35.47,-64:05:27.24,-24.667,0.074,47.921,0.071,2458352.502808,0.002053,99.774467,0.001446,10.524435,0.175493,1.849819,0.053513,1702.296143,1702.296143,6.648669,1.104766,21.103294,546.647461,10.902159,167.218,0.884,6988,205,4.25649,0.403409,1.52746,0.249568,,,"1,4,8,9,10,11",2019-05-24 18:30:58,2019-12-17 15:43:38,2020-01-16 02:34:07,Period might be Px2 P/2 P/3; 2nd transit event close to MD
306472057,791.01,TIC 306472057.01,1,4,1,3,2,4,4,5,PC,,10.7525,0.006,,1,spoc,07:53:44.34,-69:42:06.25,-5.065,0.056,8.192,0.051,2458427.621582,0.002133,139.310745,0.002964,12.009672,0.18768,5.243297,0.143836,4817.612793,4817.612793,9.142083,1.74041,8.131328,430.685364,30.607403,341.221,3.0735,6572,199,4.35381,0.434965,1.28786,0.243403,,,"4,5,6,8,9",2019-05-24 18:30:57,2019-12-17 15:43:38,2020-01-16 02:34:07,could be P/2
300013921,793.01,,1,4,1,3,2,4,4,5,PC,,10.8578,0.006,,1,spoc,07:08:32.15,-68:22:07.6,-0.395,0.04,25.382,0.043,2458362.367554,0.002695,163.987427,0.00363,2.859115,0.212604,3.026123,0.189524,2783.281738,2783.281738,5.464228,0.813074,1.827295,296.532227,15.773242,144.067,0.3935,5379,185,4.50461,0.302612,0.894886,0.12392,,,"1,2,3,4,5,6,7,8,9",2019-05-24 18:30:54,2019-12-17 15:43:38,2020-01-16 02:34:07,
299945285,794.01,,1,4,1,2,2,4,4,5,PC,,10.0176,0.006,,1,spoc,07:06:39.58,-71:26:48.58,4.668,0.038,-17.561,0.042,2458392.580933,0.00971,52.391804,0.004726,8.522582,0.572692,0.50918,0.046255,468.861877,468.861877,3.29652,0.625214,40.875183,644.88855,10.363559,233.131,1.1705,6270.009766,40.066799,4.07467,0.111098,1.43156,0.188766,-0.46561,0.0457919,"2,3,4,5,6,7,8,9",2019-05-24 18:30:53,2019-12-17 15:43:38,2020-01-16 02:34:07,
278895705,795.01,,1,4,1,2,2,4,4,5,PC,,10.2477,0.006,,1,spoc,06:43:52.89,-55:38:20.4,0.674,0.05,12.737,0.05,2458328.595215,0.00271,8.760308,0.000196,1.31654,0.44585,0.436088,0.055948,401.571411,401.571411,3.045067,1.697921,314.631317,1074.163086,7.607033,216.257,1.205,6168.879883,51.1185,4.24191,0.131914,1.38499,0.208171,-0.176312,0.0522299,"1,2,3,4,5,6,8,9",2019-05-24 18:30:48,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES
277099925,796.01,,3,4,3,3,2,4,4,4,PC,,10.721,0.6,,1,spoc,05:35:56.77,-67:27:34.54,1.43,0.055,0.65,0.057,2458325.952759,0.000964,0.808696,1E-05,3.085349,0.191302,1.085768,0.076674,999.529297,999.529297,3.273008,0.445509,3466.782227,1957.047607,14.290135,9590.75,1415.39,5780,,4.438,,1,,,,"1,3,4,6,7,8,9",2019-05-24 18:30:47,2019-12-17 15:43:39,2020-01-16 02:34:07,Gaia DR2 Teff ~ 9000 K
271596225,797.01,,1,4,1,1,1,4,4,5,PC,,11.7144,0.007,,1,spoc,07:14:15.14,-74:36:11.14,83.35,0.045,-127.921,0.042,2458326.819458,0.001325,1.800809,2.3E-05,1.171473,0.45515,0.671083,0.071188,617.898987,617.898987,1.268556,1.499768,74.972466,750.490479,10.565896,56.1927,0.07895,3704,64,4.77431,0.348429,0.495,0.074,,,"1,2,3,4,5,6,7,8,9",2019-05-24 18:30:45,2019-12-17 15:43:37,2020-01-16 02:34:07,
271596225,797.02,,1,4,1,1,1,4,4,5,PC,,11.7144,0.007,,2,spoc,07:14:15.14,-74:36:11.14,83.35,0.045,-127.921,0.042,2458327.412354,0.001882,4.140138,6.2E-05,1.013268,0.71005,0.840989,0.125074,774.279663,774.279663,1.405931,3.016285,24.708082,568.629639,7.944489,56.1927,0.07895,3704,64,4.77431,0.348429,0.495,0.074,,,"1,2,3,4,5,6,7,8,9",2019-05-24 18:30:45,2019-12-17 15:43:38,2020-01-16 02:34:07,
260640693,798.01,,1,4,1,3,1,4,4,5,PC,,11.908,0.018,,1,spoc,06:31:16.92,-58:19:13.58,23.531,3.268,58.968,3.281,2458358.451294,0.005484,95.244781,0.003475,1.879098,0.253912,6.461807,0.550405,5933.868652,5933.868652,9.332432,27.596502,1.130966,263.015991,11.651429,121.052,,4270,173,4.57808,0.227225,0.695669,0.067806,,,"1,4,5,6,7,8,9",2019-05-24 18:30:42,2019-12-17 15:43:38,2020-01-16 02:34:07,
255685030,799.01,,2,4,2,2,2,4,4,5,PC,,10.5868,0.006,,1,spoc,06:33:52.59,-52:27:37.06,26.549,0.047,33.568,0.046,2458439.507202,0.003812,5.544267,0.00037,2.475099,0.836065,0.559501,0.077848,515.18634,515.18634,2.178872,3.452259,219.025085,981.167603,8.782868,158.526,0.511,5643,188,4.48066,0.30271,0.952931,0.131522,,,"5,6,7,8",2019-05-24 18:30:41,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES
179308757,800.01,,3,4,3,3,2,4,4,5,PC,,12.3323,0.009,,1,spoc,05:19:03.82,-69:38:16.53,1.856,0.063,0.651,0.078,2458354.965576,0.001884,0.965923,2E-05,3.421828,0.217116,2.845746,0.260288,2617.597412,2617.597412,5.464762,0.411424,4329.44873,2068.844727,10.889663,7596.91,1245.15,5780,,4.138,,1,,,,"2,3,4,5,6,7,8,9",2019-05-24 18:30:37,2019-12-17 15:43:38,2020-01-16 02:34:07,very crowded field; possible odd-even
177258735,801.01,,2,4,2,2,2,4,4,5,PC,,7.5412,0.006,,1,spoc,06:48:53.21,-73:17:57.6,-148.717,0.041,129.589,0.049,2458325.629639,0.001312,0.775697,1E-05,1.268326,0.074704,0.046826,0.004838,43.127846,43.127846,1.112357,0.427177,6965.121094,2329.978516,10.466955,71.3672,0.12065,6283.390137,44.3964,4.438,,1.59093,0.144614,,,"1,2,3,4,6,7,8,9,10,11,12,13",2019-05-24 18:30:36,2019-12-17 15:43:38,2020-01-16 02:34:07,low S/N; possible odd even in the modshift tests and a crowded field point to a possible NEB.
167303382,802.01,,2,4,2,2,2,4,4,1,PC,,7.5209,0.006,,1,spoc,06:31:56.57,-68:42:42.48,-57.122,0.056,-449.845,0.053,2458327.400024,0.002161,3.693839,6.6E-05,1.774083,0.108579,0.094378,0.008674,86.921661,86.921661,0.815358,0.440892,270.126678,1033.97876,9.354317,28.1042,0.0231,5235.779785,28.559099,4.438,,0.823062,0.071561,,,"1,2,3,5,6,7,8,9,10,11,12,13",2019-05-24 18:30:32,2019-12-17 15:43:38,2020-01-16 02:34:07,low S/N transit; Gaia DR2 shows two stars with the TESS PSF (the 4
41227743,804.01,,2,4,2,2,1,4,4,5,PC,,10.714,0.018,,1,spoc,06:06:04.75,-69:25:12.86,-6.6,2.5,15.6,2.4,2458326.280273,0.005212,1.418474,7.2E-05,5.272799,0.499073,0.151816,0.017492,139.818329,139.818329,1.620801,1.644368,2634.931885,1827.309448,8.66834,285.647,,5988,192,4.30679,2.00394,1.2216,1.2216,,,"1,2,4,5,6,7,8",2019-05-24 18:30:15,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES; crowded field; check bright star at these coordinates: RA 91.4813184782682 DEC -69.4618643201317; Difference images inconclusive.
38460940,805.01,,2,4,4,2,1,4,4,5,PC,,13.1018,0.007,,1,spoc,04:04:32.59,-62:59:20.87,272.141,0.054,-442.905,0.057,2458328.556641,0.00385,4.117662,0.000128,1.438918,0.217341,2.716047,0.645653,2498.445557,2498.445557,6.232432,1.262553,45.99601,664.201416,8.997781,51.8767,0.0846,3376,,4.438,,1,,,,"1,3,4,5,7,8",2019-05-24 18:30:11,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES; small star based on parallax
33831980,806.01,,1,4,1,2,2,4,4,5,PC,,11.9763,0.006,,1,spoc,04:13:39.85,-76:05:52.85,-42.732,0.038,-74.262,0.04,2458346.018188,0.006108,21.91567,0.000962,3.483331,0.780127,1.426177,0.181397,1312.694824,1312.694824,3.601279,2.969932,11.085923,465.385376,7.648435,104.44,0.216,4130,171,4.438,,1,,,,"1,2,3,5,6,8,9",2019-05-24 18:30:10,2019-12-17 15:43:38,2020-01-16 02:34:07,probably double the period; low MES
30853470,807.01,,2,4,2,2,2,4,4,5,PC,,11.3042,0.006,,1,spoc,05:03:39.82,-66:39:17.72,45.263,0.043,54.406,0.046,2458327.655029,0.003893,5.270334,0.000176,1.94747,0.441047,0.596778,0.07759,549.501709,549.501709,1.775317,2.926902,82.783722,769.318176,7.862228,106.984,0.2685,4662,174,4.56787,0.2,0.769242,0.090824,,,"1,2,3,4,5,6,7,8",2019-05-24 18:30:07,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES; GAIA DR2 R = 0.576 R_solar
30122649,808.01,,1,4,1,2,2,4,4,5,PC,,10.0659,0.006,,1,spoc,08:54:59.65,-44:17:19.07,45.227,0.042,-24.871,0.061,2458526.855835,0.004192,9.736402,0.001739,3.58502,0.717919,0.795829,0.086977,732.717163,732.717163,2.312049,1.995131,65.310654,725.046326,9.388668,98.1848,0.2805,5216,183,4.52613,0.315454,0.851943,0.124798,,,"8,9",2019-05-24 18:30:07,2019-12-17 15:43:37,2020-01-16 02:34:07,First 3 transit events close to MD; 4th transit event in a gap
149301575,809.01,,1,4,1,2,2,4,4,5,PC,,10.3046,0.006,,1,spoc,05:31:55.08,-60:28:36.2,8.506,0.042,91.193,0.046,2458340.472534,0.008635,183.458923,0.011896,10.764682,0.878858,0.700833,0.100578,645.283142,645.283142,3.379417,1.013043,7.055017,415.665771,7.475879,195.029,0.8085,5804.299805,76,3.89,0.12,1.30725,0.162266,-0.37,0.1,"1,2,3,4,5,6,7,8,9",2019-05-24 18:30:26,2019-12-17 15:43:38,2020-01-16 02:34:07,low S/N
388106759,810.01,,1,4,1,2,2,4,4,5,PC,,10.5173,0.006,,1,spoc,04:11:24.96,-69:28:29.56,-18.955,0.038,13.972,0.046,2458332.274292,0.008019,28.303907,0.001823,5.96737,1.234079,0.370687,0.052198,341.356659,341.356659,2.341861,2.498984,56.761456,700.05658,7.419394,232.47,1.119,5704.589844,42.9664,4.09162,0.115055,1.25337,0.16215,-0.166535,0.04619,"1,2,3,4,5,6,7,8,9",2019-05-24 18:31:15,2019-12-17 15:43:38,2020-01-16 02:34:07,very low MES/SNR
100757807,811.01,,1,4,1,3,2,4,4,5,PC,,10.9339,0.006,,1,qlp,05:52:07.28,-32:55:30.27,14.968,0.036,25.624,0.045,2458438.252686,0.00085,25.176519,0.00012,4.456,0.139,11.172403,0.005014,10237.400391,10237.400391,14.3232,0.956278,89.330498,856,42,284.002,1.711,5868.799805,181.699997,4.92,0.16,1.29,0.08,0.17,0.12,5,2019-02-04 20:26:40,2019-12-17 15:43:35,2020-01-16 02:34:07,2x period (25 days); could be on companion 100757804
363914762,812.01,,1,4,1,3,2,4,4,5,PC,,10.9582,0.006,,1,qlp,05:56:56.56,-49:00:25.02,1.318,0.041,-2.148,0.042,2458445.329224,0.00094,13.86531,0.00032,6.439,0.084,7.287511,0.000346,6689.569824,6689.569824,13.5958,1.13045,271.290985,1130,104,426.024,3.8905,6728.5,286.899994,4.16,0.47,1.51,0.13,,,7,2019-03-26 13:55:15,2019-12-17 15:43:35,2020-01-16 02:34:07,could be on 363914760
55525572,813.01,TIC 55525572.01,1,4,1,3,2,4,4,5,PC,,9.8467,0.006,,1,spoc,04:50:46.56,-60:54:19.66,-3.733,0.047,-2.789,0.054,2458454.65979,0.005008,83.899467,0.00719,13.280961,0.440045,1.298605,0.082356,1195.344116,1195.344116,7.021636,1.056269,31.660135,604.989624,15.288789,263.145,1.569,5823.700195,76,3.77,0.12,1.93253,0.263188,-0.03,0.1,"4,5,6,8,9",2019-05-24 18:30:18,2019-12-17 15:43:38,2020-01-16 02:34:07,possible single event close to BJD  2457000 = 1540
102840239,815.01,,1,4,1,3,2,4,4,3,PC,,9.36,0.006,,1,qlp,10:23:29.27,-43:50:05.73,8.928,0.047,7.102,0.05,2458548.580811,0.00306,11.18395,0.00641,3.251,0.458,1.25,0.00155,1150.630005,1150.630005,2.87091,0.125852,37.694901,690,19,59.7117,0.1293,4932.399902,64.900002,4.5,0.3,0.77,0.02,0.0371026,0.039434,9,2019-06-11 14:45:03,2019-12-17 15:43:38,2020-01-16 02:34:07,needs follow to clear a dmag =2 neighbor
30312676,817.01,,3,4,3,3,2,4,4,5,PC,,11.3029,0.006,,1,spoc,04:57:08.83,-66:23:25.2,1.858,0.053,-0.031,0.045,2458597.680664,0.00263,1.102445,0.00019,2.993356,0.340884,1.103009,0.109754,1015.393127,1015.393127,7.428088,5.102638,35636.496094,3504.237061,7.498463,7294.41,1017.21,8747,230,4.08022,1.32314,2.23767,1.46589,,,11,2019-06-17 17:15:50,2019-12-17 15:43:38,2020-01-16 02:34:07,low MES (7.5)
46096489,818.01,,5,5,5,5,5,5,5,5,KP,KP,10.6481,0.006,,1,spoc,14:18:43.92,-20:16:31.57,-0.04,0.082,17.257,0.061,2458598.072754,0.00045,3.118536,8.4E-05,2.043274,0.024721,13.374415,0.152551,12242.731445,12242.731445,11.857124,0.105384,481.916962,1194.985962,103.528023,194.134,1.9255,5700,,4.49158,,0.95,,0.127692,0.0196116,11,2019-06-17 17:15:50,2019-12-17 15:43:38,2020-01-16 02:34:07,WASP-16b
73717937,819.01,,5,5,5,5,5,5,5,5,PC,KP,11.7528,0.006,,1,spoc,12:48:45.5,-47:36:49.24,-32.058,0.09,2.831,0.107,2458602.088867,0.001958,16.257799,0.00279,4.970024,0.207919,7.204047,0.29411,6613.208008,6613.208008,8.959641,0.484719,72.52964,744.301025,21.82836,400.331,9.984,5846,,4.41665,,1.09,,,,11,2019-06-17 17:15:50,2019-12-17 15:43:38,2020-01-16 02:34:07,HATS-17b
111991770,820.01,,5,5,5,5,5,5,5,5,KP,KP,10.4445,0.006,,1,spoc,13:55:42.72,-32:09:34.96,8.77,0.065,-22.391,0.067,2458599.445068,0.0006,3.752062,0.000147,3.680056,0.038559,10.364272,0.090897,9500.430664,9500.430664,14.937131,0.135883,1237.736572,1512.783569,107.743202,282.091,3.3325,6300,,4.16979,,1.48,,-0.1,0.1,11,2019-06-17 17:15:51,2019-12-17 15:43:38,2020-01-16 02:34:07,WASP-15b
125405602,821.01,,2,4,2,2,4,4,4,5,PC,,11.1825,0.007,,1,spoc,13:58:27.8,-23:16:39.26,242.852,0.08,-252.531,0.072,2458606.784668,0.002901,13.823303,0.004073,1.365217,0.266457,2.779274,0.430504,2556.532227,2556.532227,2.806009,0.578105,4.547005,372.435547,7.192833,39.5907,0.0991,3669,72,4.78896,0.361894,0.477,0.074,,,11,2019-06-17 17:15:51,2019-12-17 15:43:39,2020-01-16 02:34:07,low SNR (7.3)
127530399,822.01,,5,5,5,5,5,5,5,5,KP,KP,11.1116,0.006,,1,spoc,14:30:26.21,-46:09:34.26,12.561,0.074,-73.208,0.066,2458602.856079,0.000527,14.267215,0.000769,3.139619,0.055878,21.367728,0.313175,19488.009766,19488.009766,10.199352,0.213643,22.294977,554.20636,71.14669,122.91,0.565,4775,,4.60305,,0.74,,,,11,2019-06-17 17:15:51,2019-12-17 15:43:39,2020-01-16 02:34:07,WASP-132b; half the reported period at 7.133521days
158978373,823.01,,3,4,3,3,2,4,4,5,PC,,9.9623,0.006,,1,spoc,14:34:37.99,-40:44:23.51,15.019,0.086,-8.005,0.082,2458609.006714,0.002324,13.539445,0.003295,3.882956,0.19542,2.480738,0.115942,2282.236084,2282.236084,7.516633,1.136073,196.695007,955.142334,20.876177,201.873,2.6725,6309,196,4.23525,0.340612,1.40738,0.205958,,,11,2019-06-17 17:15:51,2019-12-17 15:43:39,2020-01-16 02:34:07,
193641523,824.01,,2,4,4,2,4,4,4,1,PC,,10.0732,0.006,,1,spoc,14:48:39.71,-57:35:19.92,-51.604,0.068,-152.392,0.079,2458597.814819,0.001547,1.39293,0.000138,1.297164,0.10412,2.051756,0.124421,1887.952393,1887.952393,4.079402,0.697123,454.863037,1177.849854,16.469473,63.9262,0.14315,4452,174,4.49909,0.3415,0.778882,0.124598,,,11,2019-06-17 17:15:52,2019-12-17 15:43:39,2020-01-16 02:34:07,Radius of the planet might be a bit smaller than 4 Re given the GAIA DR2 R = 0.7 R_solar
220029715,825.01,,5,5,5,5,5,5,5,5,KP,KP,12.4284,0.006,,1,spoc,13:55:25.62,-21:12:28.29,-43.125,0.044,-36.694,0.04,2458598.749268,0.002543,3.185221,0.000555,2.232122,0.269341,5.655394,0.38226,5195.268066,5195.268066,6.024292,6.163156,239.851364,1003.703186,13.291478,240.707,1.6385,4944,180,4.50243,2.00346,0.837885,0.837885,0.255864,0.0788158,11,2019-06-17 17:15:52,2019-12-17 15:43:39,2020-01-16 02:34:07,HATS-7b
243200602,826.01,,5,5,5,5,5,5,5,5,KP,KP,10.491,0.006,,1,spoc,13:32:25.44,-42:28:30.98,6.111,0.078,-1.238,0.082,2458607.585205,0.000594,11.551821,0.000852,3.735501,0.056897,11.496751,0.155335,10533.03418,10533.03418,10.152186,0.149057,80.383781,763.680786,77.742119,172.256,1.379,5625,,4.49092,,0.96,,,,11,2019-06-17 17:15:52,2019-12-17 15:43:39,2020-01-16 02:34:07,WASP-130b
270507305,827.01,,3,4,3,3,2,4,4,5,PC,,11.5746,0.006,,1,spoc,06:35:34.38,-79:42:56.71,-2.741,0.04,21.782,0.045,2458597.466309,0.000789,1.228087,6E-05,1.957121,0.058482,8.073268,0.170977,7408.177734,7408.177734,16.710808,19.520945,2699.679932,1838.433105,32.573071,336.988,2.538,5848,190,4.33233,2.00353,1.16095,1.16095,,,11,2019-06-17 17:15:53,2019-12-17 15:43:32,2020-01-16 02:34:07,
271168962,828.01,,5,5,5,5,5,5,5,5,KP,KP,9.47199,0.006,,1,spoc,14:00:46.46,-30:35:00.99,10.294,0.129,-9.852,0.126,2458601.579712,0.000516,5.322154,0.0002,3.887594,0.03913,7.144184,0.066195,6558.436035,6558.436035,13.376846,0.102917,748.212891,1333.908569,114.223114,200.075,2.625,6030,,4.09435,,1.53,,-0.25,0.09,11,2019-06-17 17:15:53,2019-12-17 15:43:39,2020-01-16 02:34:07,WASP-131b
276128561,829.01,,3,4,3,3,4,4,4,5,PC,,10.5623,0.006,,1,spoc,14:56:50.01,-37:02:34.74,-68.205,0.18,-19.607,0.119,2458598.067139,0.00236,3.287693,0.00052,2.260383,0.377912,1.865762,0.137911,1716.954712,1716.954712,4.497708,4.878844,561.109009,1241.313721,12.428468,142.461,2.7135,5636,188,4.3723,2.00387,1.0786,1.0786,,,11,2019-06-17 17:15:53,2019-12-17 15:43:39,2020-01-16 02:34:07,Based on Gaia Rstar=0.964 Rsun the Rp=4.3+/-0.2 Re
281924357,830.01,,3,4,3,3,2,4,4,5,PC,,10.9303,0.006,,1,spoc,08:39:01.65,-74:45:47.21,-12.22,0.039,21.112,0.04,2458599.49353,0.000745,15.042065,0.000965,2.302924,0.071449,16.56874,0.427436,15144.524414,15144.524414,21.486191,12.396816,56.567699,764,46.963699,222.995,1.0705,5900,191,4.36304,0.348956,1.1291,0.185004,,,11,2019-06-17 17:15:53,2019-12-17 15:43:34,2020-01-16 02:34:07,likely EB
350332997,832.01,,3,4,3,3,2,4,4,5,PC,,11.7611,0.006,,1,spoc,05:36:19.59,-54:11:28.32,13.661,0.039,1.427,0.045,2458598.326294,0.002887,1.91693,0.000352,1.734552,0.179383,2.702272,0.240499,2485.789551,2485.789551,6.26185,6.27794,1133.47937,1479.868652,10.913236,586.704,7.0895,5623,187,4.37483,2.0039,1.07371,1.07371,,,11,2019-06-17 17:15:54,2019-12-17 15:43:39,2020-01-16 02:34:07,Gaia DR2 Rstar=2.171 R_solar gives Rp=11.8 Rearth
362249359,833.01,,2,4,2,2,2,4,4,5,PC,,10.1461,0.007,,1,spoc,09:42:34.91,-62:28:33.19,-157.239,0.045,79.715,0.044,2458597.253296,0.002267,1.042241,0.000155,1.238015,0.420834,0.625508,0.070324,575.948547,575.948547,1.437509,2.185633,264.420013,1028.473999,8.14675,41.7148,0.0418,3965,72,4.68337,0.067569,0.592,0.019,,,11,2019-06-17 17:15:55,2019-12-17 15:43:39,2020-01-16 02:34:07,low SNR
404340025,834.01,,5,5,5,5,5,5,5,5,KP,KP,10.7036,0.006,,1,spoc,13:03:18.76,-49:38:23.18,25.809,0.13,-22.57,0.083,2458597.039185,0.000332,2.675544,5.2E-05,3.199293,0.022869,15.948692,0.095093,14581.926758,14581.926758,18.721291,4.076722,2367.271484,1779.023804,164.747665,258.777,3.2545,6783,202,4.24271,0.49365,1.5115,0.329026,0.147754,0.0921297,11,2019-06-17 17:15:55,2019-12-17 15:43:38,2020-01-16 02:34:07,WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449
405700729,835.01,,2,4,2,2,2,4,4,3,PC,,10.849,0.006,,1,spoc,12:48:13.76,-56:53:39.55,-59.842,0.069,-11.593,0.077,2458600.300293,0.002157,4.794426,0.00083,1.334607,0.568197,2.236242,0.290966,2057.535645,2057.535645,3.323193,2.943298,183.535889,938.750122,8.351308,166.834,1.7535,6012,192,4.76675,0.46946,0.72231,0.163123,,,11,2019-06-17 17:15:56,2019-12-17 15:43:39,2020-01-16 02:34:07,low SNR
440887364,836.01,,1,4,1,4,4,2,4,1,PC,,8.6486,0.006,,1,spoc,15:00:19.17,-24:27:15.13,-199.576,0.076,-27.911,0.07,2458599.763916,0.003124,8.593935,0.00199,2.516381,0.240792,1.495155,0.112581,1376.140503,1376.140503,2.593116,1.112718,34.041599,616.058899,12.839479,27.5024,0.02935,4476,175,4.58156,0.337936,0.710643,0.112304,,,11,2019-06-17 17:15:56,2019-12-17 15:43:39,2020-01-16 02:34:07,may have more than two candidates
440887364,836.02,,1,4,1,4,4,2,4,2,PC,,8.6486,0.006,,2,spoc,15:00:19.17,-24:27:15.13,-199.576,0.076,-27.911,0.07,2458599.99231,0.001952,3.817115,0.000518,1.763242,0.19976,0.725241,0.062746,667.74823,667.74823,1.813131,1.339349,100.450577,807.435547,9.465715,27.5024,0.02935,4476,175,4.58156,0.337936,0.710643,0.112304,,,11,2019-06-17 17:15:56,2019-12-17 15:43:39,2020-01-16 02:34:07,may have more than two candidates
460205581,837.01,,3,5,5,3,2,4,4,5,PC,,9.9322,0.006,,1,spoc,10:28:08.95,-64:30:18.76,-18.017,0.039,11.307,0.037,2458599.250488,0.001262,8.322729,0.000957,1.775778,0.08703,4.759848,0.45479,4374.38623,4374.38623,8.24057,1.429682,29.5116,649,19.722456,142.488,0.4595,6513,199,4.53694,0.338064,1.03252,0.137813,,,11,2019-06-17 17:15:57,2019-12-17 15:43:38,2020-01-16 02:34:07,single transit
461271719,838.01,,3,4,3,3,2,4,4,5,PC,,8.7823,0.006,,1,spoc,13:32:39.99,-38:50:45.41,4.757,0.122,-4.461,0.139,2458603.194214,0.001105,15.246334,0.001751,1.273547,0.389764,1.281111,0.087495,1179.250977,1179.250977,6.38919,6.531282,411.255646,1148.544189,13.648395,305.237,5.3895,7313,210,4.14443,1.636,1.80463,1.46167,,,11,2019-06-17 17:15:57,2019-12-17 15:43:38,2020-01-16 02:34:07,could be in phase with the variability; needs closer inspection in the raw light curve; period may be P/2; could also be an EB with a secondary possibly falling in the data gap
466840711,839.01,,5,5,5,5,5,5,5,5,KP,KP,14.1491,0.014,,1,spoc,11:07:55.17,-61:08:46.5,-4.522,0.039,2.488,0.034,2458598.899414,0.006001,2.485338,0.000997,2.945664,0.430199,48.308595,5.99203,43518.527344,43518.527344,32.82655,3.039439,2838.029053,1861.546753,7.770462,1627.63,76.74,6933,,4.25089,,1.53,,,,11,2019-06-17 17:15:57,2019-12-17 15:43:39,2020-01-16 02:34:07,OGLE2-TR-L9b
287563610,840.01,,3,4,3,3,2,4,4,5,PC,,13.0546,0.006,,1,spoc,13:12:31.88,-45:35:26.07,-13.42,0.054,-1.788,0.052,2458599.090576,0.001943,3.79974,0.000517,2.285643,0.205531,10.869135,0.616562,9960.901367,9960.901367,9.565362,9.625386,307.072083,1067.652344,14.898726,488.176,10.773,5318,184,4.43686,2.00392,0.958895,0.958895,,,11,2019-06-17 17:15:53,2019-12-17 15:43:39,2020-01-16 02:34:07,likely large planet
238932509,841.01,TIC 238932509.01,3,4,3,3,2,4,4,5,PC,,12.5528,0.006,,1,spoc,06:19:46.32,-53:13:36.14,15.099,0.029,15.172,0.029,2458599.391724,0.001081,3.492911,0.000246,1.780956,0.063888,15.754415,0.657673,14405.584961,14405.584961,12.501153,12.508461,276.593048,1040.111938,27.263395,306.068,1.3085,5153,182,4.46892,2.00362,0.900991,0.900991,,,11,2019-06-17 17:15:52,2019-12-17 15:43:32,2020-01-16 02:34:07,
