#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:46:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d22c0d7c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/index}&key:source=J/A+A/558/A53/index&HTTPPRM:&
#-source=J/A+A/558/A53/index
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Src
#-out=SType
#-out=N
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_index:
#Name: J/A+A/558/A53/index
#Title: List of MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.number]
#Column	flag	(A1)	Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Src	(A4)	Source for MWSC list and input parameters (G2)	[ucd=meta.bib]
#Column	SType	(A3)	Source object type (G3)	[ucd=src.class]
#Column	N	(I9)	Number of stars in MWSC sky area	[ucd=meta.number]
MWSC	Name	flag	Type	n_Type	Src	SType	N
0940	NGC_2259         	=	 	 	DIAS	   	    10203
0941	Collinder_110    	=	 	 	DIAS	   	    22003
0942	BDSB_84          	:	 	 	BOPN	irc	        0
0943	Collinder_107    	=	 	 	COCD	   	    11616
0944	Collinder_111    	=	 	 	DIAS	non	     8501
0945	Collinder_110A   	-	 	 	COCD	   	        0
0946	NGC_2262         	=	 	 	DIAS	   	     9939
0947	FSR_1053         	=	 	 	DIAS	irc	    10559
0948	FSR_0975         	=	r	o	DIAS	irc	     6688
0949	vdBergh_83       	=	 	 	DIAS	   	     3632
0950	FSR_1285         	=	 	 	FPOS	   	     4278
0951	FSR_1082         	=	 	 	FPRO	   	    10334
0952	FSR_0998         	=	 	 	FPRO	   	     8047
0953	FSR_1210         	=	 	 	FPOS	   	     5886
0954	NGC_2264         	=	n	o	COCD	   	    19318
0955	Berkeley_25      	=	 	 	DIAS	   	     5846
0956	Ruprecht_2       	=	 	 	DIAS	non	     2965
0957	Mon_OB1-D        	=	n	o	BIEM	irc	     9532
0958	NGC_2264         	&	 	 	BIEM	irc	        0
0959	NGC_2265         	=	 	 	DIAS	non	     8089
0960	FSR_1077         	=	 	 	DIAS	irc	    11669
0961	DC_1             	:	 	 	DIAS	   	        0
0962	Ruprecht_3       	=	r	o	DIAS	rem	     3874
0963	Dolidze_23       	=	 	 	DIAS	dub	    12970
0964	Alessi_15        	=	 	 	DIAS	   	     8229
0965	FSR_0878         	=	 	 	FPOS	   	     4811
0966	NGC_2269         	=	 	 	COCD	   	     9629
0967	NGC_2266         	=	 	 	DIAS	   	     5148
0968	Alessi_16        	=	 	 	DIAS	   	     6917
0969	Teutsch_13       	=	 	 	DIAS	   	     9522
0970	FSR_0999         	=	 	 	FPRO	   	     8923
0971	NGC_2270         	=	 	 	COCD	   	    11936
0972	Dolidze_24       	=	r	c	DIAS	   	    10452
0973	FSR_1303         	=	 	 	FPOS	   	     3573
0974	Patchick_90      	=	 	 	DIAS	   	     8068
0975	Dolidze_25       	=	 	 	DIAS	   	     9530
0976	SAI_69           	=	 	 	DIAS	   	     5889
0977	ASCC_25          	=	 	 	COCD	   	     7021
0978	NGC_2287         	=	 	 	COCD	   	    17446
0979	FSR_1166         	&	 	 	FPOS	   	        0
0980	FSR_1167         	=	 	 	FPOS	   	     8480
0981	Collinder_115    	=	 	 	DIAS	   	     9813
0982	NGC_2282         	-	n	o	LLEM	emb	        0
0983	vdBergh_85       	=	n	o	DIAS	   	    10156
0984	Dolidze_49       	=	 	 	DIAS	   	     9819
0985	FSR_1057         	=	 	 	FPRO	   	     9764
0986	FSR_1072         	=	 	 	FPOS	   	     9833
0987	NGC_2286         	=	 	 	DIAS	   	    13099
0988	Sh2_287N         	:	 	 	LLEM	emb	        0
0989	NGC_2281         	=	 	 	COCD	   	     8210
0990	Ruprecht_4       	=	 	 	DIAS	   	    10506
0991	Bochum_2         	=	 	 	DIAS	   	     9105
0992	NGC_2298         	=	g	o	HARR	glo	     3459
0993	Berkeley_75      	=	 	 	DIAS	   	     4392
0994	Berkeley_26      	=	 	 	DIAS	   	     7409
0995	ASCC_26          	=	 	 	COCD	   	    10070
0996	FSR_1125         	=	 	 	FPRO	   	     8461
0997	FSR_1025         	=	 	 	DIAS	irc	     7350
0998	ESO_309-03       	=	 	 	DIAS	   	     2868
0999	Berkeley_27      	=	 	 	DIAS	   	     7849
1000	NGC_2301         	=	 	 	COCD	   	    18859
1001	NGC_2302         	=	 	 	COCD	   	    11137
1002	Berkeley_28      	=	 	 	DIAS	   	     8896
1003	FSR_1051         	=	 	 	DIAS	irc	    10553
1004	Alessi_59        	=	 	 	DIAS	   	     9167
1005	FSR_1191         	=	 	 	FPOS	   	     7393
1006	Ruprecht_149     	=	 	 	DIAS	dub	     5934
1007	FSR_1085         	=	 	 	DIAS	irc	     9627
1008	Berkeley_29      	=	 	 	DIAS	   	     5439
1009	ASCC_27          	=	 	 	COCD	   	    16205
1010	DC_4             	=	 	 	DIAS	   	     6378
1011	ASCC_28          	=	 	 	COCD	   	    19254
1012	FSR_1029         	=	 	 	DIAS	irc	     8714
1013	ASCC_29          	=	 	 	COCD	   	    15799
1014	NGC_2306         	=	s	c	COCD	   	    13706
1015	FSR_1197         	=	 	 	FPOS	   	     7619
1016	BDSB_88          	=	 	 	BOPN	irc	     8274
1017	FSR_1279         	=	 	 	FPOS	   	     6966
1018	Collinder_121    	=	a	o	COCD	   	    20489
1019	NGC_2304         	=	 	 	DIAS	   	     6499
1020	Ruprecht_5       	=	 	 	DIAS	   	     6295
1021	BDSB_85          	:	 	 	BOPN	irc	        0
1022	FSR_0866         	=	 	 	FPOS	   	     5446
1023	FSR_1172         	=	 	 	FPOS	   	     7932
1024	SAI_72           	=	 	 	DIAS	   	     8945
1025	Ruprecht_6       	=	r	o	DIAS	dub	     6698
1026	NGC_2309         	=	 	 	DIAS	   	    13405
1027	FSR_0860         	=	 	 	FPOS	   	     3507
1028	ASCC_30          	=	 	 	COCD	   	    10776
1029	BDSB_92          	&	 	 	BOPN	irc	        0
1030	BDSB_93          	=	 	 	FPRO	   	     9053
1031	FSR_1144         	=	 	 	DIAS	irc	    10000
1032	Berkeley_31      	=	 	 	DIAS	   	     6982
1033	Berkeley_33      	=	 	 	DIAS	   	     8789
1034	Berkeley_30      	=	 	 	DIAS	   	     9094
1035	NGC_2311         	=	 	 	COCD	   	    15849
1036	FSR_1159         	=	 	 	FPOS	   	     8085
1037	Berkeley_32      	=	 	 	DIAS	   	     7999
1038	FSR_1080         	=	 	 	DIAS	irc	    10761
1039	Mon_OB3          	=	a	o	MELN	ass	    17719
1040	FSR_1164         	=	 	 	FPOS	   	     8342
1041	IRAS_06562-0337  	=	 	 	BIEM	irc	     8852
1042	FSR_1129         	=	 	 	FPRO	   	    10536
1043	NGC_2312         	=	 	 	DIAS	non	     6051
1044	FSR_1195         	=	 	 	FPOS	   	    10861
1045	BFS_56           	&	 	 	BIEM	irc	        0
1046	BSF_56           	&	 	 	LLEM	emb	        0
1047	IRAS_06567-0355  	=	 	 	BIEM	irc	    11597
1048	FSR_1163         	=	 	 	DIAS	irc	     8319
1049	BDSB_89          	:	 	 	BOPN	irc	        0
1050	NGC_2318         	=	 	 	DIAS	non	     9046
1051	FSR_1185         	=	r	c	FPOS	   	     7856
1052	Sh2_287C         	=	 	 	LLEM	emb	     7393
1053	BDSB_90          	=	 	 	BOPN	irc	     8097
1054	L_1654           	:	n	o	LLEM	emb	        0
1055	Ivanov_9         	=	 	 	DIAS	   	     9698
1056	FSR_1171         	=	 	 	DIAS	irc	     7971
1057	Wit_1            	=	 	 	DIAS	   	    12970
1058	Berkeley_34      	=	 	 	DIAS	   	     9356
1059	Ferrero_10       	-	 	 	DIAS	   	        0
1060	Tombaugh_1       	=	 	 	DIAS	   	    11958
1061	Ivanov_4         	=	 	 	DIAS	   	    11540
1062	FSR_0843         	=	r	c	FPOS	   	     4243
1063	FSR_0980         	:	 	 	FPOS	   	        0
1064	NGC_2319         	=	 	 	COCD	   	     9966
1065	BDSB_94          	:	 	 	BOPN	irc	        0
1066	ASCC_31          	=	 	 	COCD	   	     9702
1067	Wit_2            	=	 	 	DIAS	   	    13732
1068	Ruprecht_8       	=	 	 	DIAS	dub	     8930
1069	ASCC_32          	=	 	 	COCD	   	    14909
1070	Ruprecht_9       	=	 	 	DIAS	non	     8404
1071	Alessi_60        	=	 	 	DIAS	   	     9700
1072	NGC_2323         	=	 	 	COCD	   	    32063
1073	FSR_1184         	=	r	c	FPRO	   	     9022
1074	FSR_1169         	=	 	 	FPOS	   	    12111
1075	NGC_2348         	=	r	o	DIAS	rem	     3050
1076	Tombaugh_2       	=	 	 	DIAS	   	     7480
1077	ASCC_33          	=	n	o	COCD	   	    28388
1078	Czernik_27       	=	r	c	DIAS	   	     5165
1079	Bochum_3         	=	 	 	DIAS	   	    12699
1080	vdBergh_92       	=	n	o	COCD	   	    16197
1081	Haffner_3        	=	 	 	DIAS	   	     9216
1082	IRAS_07016-1118  	:	n	o	BIEM	irc	        0
1083	FSR_1149         	=	 	 	FPOS	   	     9100
1084	NGC_2324         	=	 	 	DIAS	   	    16256
1085	FSR_1100         	=	 	 	FPRO	   	     8925
1086	NGC_2327         	:	n	o	BIEM	irc	        0
1087	Auner_1          	=	 	 	DIAS	emb	    10151
1088	FSR_1194         	=	 	 	FPRO	   	    12717
1089	FSR_1150         	=	 	 	DIAS	irc	     8388
1090	BDSB_96          	=	n	o	DIAS	emb	    11253
1091	FSR_1178         	=	 	 	FPRO	   	     8771
1092	FSR_1192         	=	 	 	FPRO	   	    12051
1093	Ruprecht_150     	=	 	 	DIAS	   	     7499
1094	Haffner_4        	=	 	 	DIAS	   	    10795
1095	ESO_427-32       	=	 	 	DIAS	   	     6755
1096	FSR_1039         	=	r	c	FPOS	   	     5485
1097	FSR_1199         	=	 	 	FPRO	   	    10822
1098	Ruprecht_10      	=	 	 	DIAS	   	     9349
1099	Berkeley_76      	=	 	 	DIAS	   	    11143
1100	NGC_2335         	=	 	 	COCD	   	    18367
1101	Collinder_465    	=	r	c	DIAS	non	    11303
1102	Collinder_466    	=	 	 	DIAS	dub	     7990
1103	NGC_2331         	=	 	 	DIAS	dub	     4021
1104	FSR_1190         	:	 	 	FPRO	   	        0
1105	FSR_1209         	=	 	 	DIAS	irc	    11798
1106	CMa_OB1          	:	a	o	MELN	ass	        0
1107	Ruprecht_12      	=	 	 	COCD	   	    11532
1108	Ruprecht_11      	=	 	 	DIAS	   	     8063
1109	FSR_1223         	=	 	 	FPRO	   	    13134
1110	FSR_1202         	=	 	 	DIAS	irc	     9682
1111	FSR_1170         	=	 	 	DIAS	irc	    10613
1112	FSR_1207         	=	 	 	FPRO	   	    12852
1113	FSR_0876         	=	r	o	FPOS	   	     2982
1114	NGC_2338         	=	 	 	DIAS	non	     8102
1115	FSR_1212         	=	 	 	FPOS	   	     9168
1116	Ruprecht_13      	=	 	 	DIAS	non	    10499
1117	FSR_1200         	=	 	 	FPRO	   	    12583
1118	FSR_1111         	=	 	 	FPOS	   	     8340
1119	NGC_2343         	=	 	 	COCD	   	    12587
1120	NGC_2345         	=	 	 	COCD	   	    15591
1121	FSR_1204         	=	r	c	DIAS	irc	    11132
1122	FSR_1219         	=	 	 	FPRO	   	    13731
1123	FSR_1289         	=	 	 	FPOS	   	     9497
1124	IC_466           	:	 	 	BIEM	irc	        0
1125	FSR_1173         	=	 	 	FPRO	   	     9013
1126	FSR_1113         	=	 	 	DIAS	irc	     7850
1127	Haffner_23       	=	 	 	COCD	   	    14755
1128	IRAS_07069-1045  	:	 	 	BIEM	irc	        0
1129	Berkeley_35      	=	 	 	DIAS	   	     7446
1130	FSR_1075         	&	 	 	FPOS	   	        0
1131	DBSB_2           	:	 	 	BOPN	irc	        0
1132	OCl_374          	-	n	o	DIAS	rem	        0
1133	DBSB_3           	=	 	 	BOPN	irc	     8765
1134	ASCC_34          	=	 	 	COCD	   	     8464
1135	Dias_3           	=	 	 	DIAS	   	     9167
1136	FSR_1158         	=	 	 	FPOS	   	    10839
1137	Alessi_21        	=	 	 	COCD	   	    20849
1138	NGC_2349         	=	r	o	DIAS	non	    10690
1139	FSR_1160         	=	 	 	FPRO	   	     9768
1140	FSR_1091         	=	 	 	FPOS	   	     8375
1141	ASCC_35          	=	 	 	COCD	   	    12186
1142	FSR_1281         	=	 	 	FPOS	   	    12531
1143	NGC_2352         	=	 	 	DIAS	non	    10276
1144	FSR_1183         	=	 	 	DIAS	irc	    13077
1145	FSR_1076         	=	 	 	FPOS	   	     9104
1146	NGC_2351         	=	 	 	DIAS	non	     8478
1147	Collinder_132    	=	 	 	COCD	   	    13804
1148	NGC_2354         	=	 	 	COCD	   	    10057
1149	FSR_1153         	=	 	 	DIAS	irc	     9592
1150	FSR_1326         	=	 	 	FPOS	   	     6135
1151	ASCC_36          	=	 	 	COCD	   	    16727
1152	NGC_2353         	=	 	 	COCD	   	    14444
1153	FSR_1332         	=	 	 	FPOS	   	     4952
1154	Ruprecht_14      	=	 	 	DIAS	non	     5712
1155	FSR_1180         	=	 	 	FPRO	   	    11364
1156	Berkeley_36      	=	 	 	DIAS	   	    11441
1157	Alessi_3         	=	 	 	COCD	   	    11613
1158	BDSB_95          	:	 	 	BOPN	irc	        0
1159	NGC_2358         	=	m	o	COCD	   	    20075
1160	NGC_2355         	=	 	 	DIAS	   	     6106
1161	ESO_367-10       	=	 	 	DIAS	   	     4640
1162	Basel_11A        	=	 	 	COCD	   	    14627
1163	FSR_1228         	=	 	 	FPRO	   	    10805
1164	FSR_1376         	:	 	 	FPOS	   	        0
1165	NGC_2360         	=	 	 	COCD	   	    20849
1166	Collinder_135    	=	 	 	COCD	   	    20150
1167	FSR_1306         	=	 	 	FPOS	   	     8306
1168	Haffner_5        	=	 	 	DIAS	   	    12426
1169	ASCC_37          	=	 	 	COCD	   	    11747
1170	ESO_559-02       	-	 	 	DIAS	   	        0
1171	FSR_1377         	=	 	 	FPOS	   	     4060
1172	Teutsch_49       	=	 	 	DIAS	   	     8698
1173	NGC_2362         	=	 	 	COCD	   	    17202
1174	Bica_4           	=	 	 	DIAS	   	     9960
1175	Ruprecht_15      	=	 	 	DIAS	dub	    10960
1176	FSR_1284         	=	 	 	FPOS	   	     9482
1177	Haffner_6        	=	 	 	DIAS	   	    10000
1178	NGC_2367         	=	 	 	COCD	   	    13280
1179	DBSB_12          	=	 	 	BOPN	irc	     7917
1180	Berkeley_37      	=	 	 	DIAS	   	     6775
1181	NGC_2364         	-	s	o	DIAS	non	        0
1182	FSR_1118         	=	 	 	FPOS	   	     7161
1183	FSR_1255         	=	 	 	DIAS	irc	    11209
1184	Saurer_1         	=	 	 	DIAS	   	     5369
1185	Juchert_12       	:	 	 	DIAS	   	        0
1186	NGC_2368         	=	 	 	DIAS	dub	     9754
1187	FSR_1258         	=	 	 	FPRO	   	    11243
1188	FSR_1138         	&	 	 	FPOS	   	        0
1189	Berkeley_77      	=	 	 	DIAS	   	     8173
1190	King_23          	=	 	 	DIAS	   	     6833
1191	FSR_0944         	=	 	 	FPOS	   	     2824
1192	FSR_1083         	=	 	 	FPOS	   	     5975
1193	Wit_3            	-	 	 	DIAS	   	        0
1194	FSR_1157         	=	 	 	FPOS	   	     6279
1195	FSR_1252         	=	 	 	FPRO	   	    11898
1196	FSR_1470         	=	 	 	FPOS	   	     4014
1197	Haffner_7        	=	 	 	DIAS	   	     9798
1198	Ruprecht_16      	=	 	 	DIAS	   	     9686
1199	Collinder_140    	=	 	 	COCD	   	    29500
1200	Haffner_8        	=	r	o	DIAS	   	    11521
1201	FSR_1440         	=	 	 	FPOS	   	     5149
1202	Ruprecht_17      	=	 	 	DIAS	   	     8570
1203	Berkeley_78      	=	 	 	DIAS	   	     5221
1204	FSR_1067         	&	 	 	FPOS	   	        0
1205	FSR_1293         	=	 	 	FPOS	   	     7506
1206	NGC_2374         	=	 	 	COCD	   	    14720
1207	FSR_1297         	=	 	 	FPOS	   	     9834
1208	Ivanov_6         	=	 	 	DIAS	   	     8625
1209	DBSB_11          	&	 	 	BOPN	irc	        0
1210	FSR_1139         	=	 	 	FPOS	   	     6340
1211	Ruprecht_18      	=	 	 	DIAS	   	    10288
1212	FSR_1300         	&	 	 	FPOS	   	        0
1213	NGC_2383         	=	 	 	COCD	   	    11434
1214	Haffner_9        	=	 	 	DIAS	   	     8299
1215	FSR_1283         	=	 	 	FPRO	   	     9351
1216	NGC_2384         	=	 	 	COCD	   	    13728
1217	FSR_1142         	=	 	 	FPOS	   	     5746
1218	Ruprecht_19      	=	 	 	DIAS	dub	    10806
1219	FSR_1270         	=	 	 	DIAS	irc	    13271
1220	Waterloo_7       	=	 	 	DIAS	   	    14259
1221	FSR_1253         	=	 	 	DIAS	irc	    15634
1222	Melotte_66       	=	 	 	DIAS	   	     6725
1223	Trumpler_6       	=	 	 	DIAS	   	    12160
1224	Ruprecht_20      	=	 	 	DIAS	   	     9625
1225	Ruprecht_21      	=	 	 	DIAS	non	    12137
1226	DC_3             	=	 	 	DIAS	   	     5510
1227	ASCC_38          	=	 	 	COCD	   	    12016
1228	NGC_2395         	=	r	o	DIAS	   	     3654
1229	Trumpler_7       	=	 	 	COCD	   	    14046
1230	IRAS_07255-2012-s	&	 	 	BIEM	irc	        0
1231	IRAS_07255-2012  	=	 	 	BIEM	irc	     9873
1232	NGC_2396         	=	r	o	COCD	   	    12852
1233	FSR_1275         	=	 	 	DIAS	irc	    14800
1234	Czernik_29       	=	r	o	DIAS	   	     9328
1235	FSR_1260         	=	 	 	FPRO	   	    12358
1236	NGC_2394         	-	s	o	DIAS	non	        0
1237	Haffner_10       	=	 	 	DIAS	   	    11758
1238	ESO_559-13       	=	 	 	DIAS	   	    11750
1239	Haffner_24       	=	 	 	DIAS	non	     9520
1240	Ruprecht_22      	=	 	 	DIAS	dub	     9136
1241	NGC_2401         	=	 	 	DIAS	   	     9091
1242	FSR_1400         	=	r	c	FPOS	   	     4577
1243	DBSB_6           	=	 	 	BOPN	irc	    10227
1244	DBSB_5           	=	n	o	BOPN	irc	    10406
1245	Mayer_3          	&	 	 	DIAS	   	        0
1246	Dolidze_26       	=	 	 	DIAS	non	     5058
1247	Waterloo_8       	-	s	o	DIAS	   	        0
1248	Ruprecht_23      	=	 	 	DIAS	   	    11892
1249	Ivanov_7         	=	 	 	DIAS	   	    11133
1250	DBSB_1           	&	 	 	BOPN	irc	        0
1251	Bochum_5         	=	r	o	COCD	   	     8949
1252	FSR_1234         	=	 	 	DIAS	irc	    10437
1253	Czernik_30       	=	 	 	DIAS	   	     7292
1254	Bochum_4         	=	 	 	COCD	   	    13822
1255	DBSB_9           	=	 	 	BOPN	irc	     9216
1256	FSR_1227         	=	 	 	DIAS	irc	    10236
1257	Ruprecht_24      	=	 	 	DIAS	dub	    11737
1258	Bochum_6         	:	 	 	DIAS	   	        0
1259	DBSB_4           	:	 	 	BOPN	irc	        0
1260	FSR_1226         	=	r	o	FPRO	   	     8831
1261	ASCC_39          	=	 	 	COCD	   	    19073
1262	NGC_2413         	=	 	 	COCD	   	    11851
1263	NGC_2414         	=	 	 	COCD	   	    11037
1264	ESO_429-02       	=	 	 	DIAS	rem	    10899
1265	Ruprecht_40      	=	 	 	DIAS	non	     9062
1266	ASCC_40          	=	 	 	COCD	   	    10729
1267	FSR_1264         	=	 	 	FPRO	   	    10464
1268	FSR_1302         	=	 	 	FPRO	   	    13431
1269	FSR_1243         	=	 	 	DIAS	irc	    10306
1270	Teutsch_61       	=	 	 	DIAS	   	    10617
1271	Alessi_17        	=	 	 	DREM	ast	     8381
1272	DBSB_10          	=	 	 	BOPN	irc	    11356
1273	Haffner_11       	=	 	 	DIAS	   	    10111
1274	DBSB_7           	=	 	 	BOPN	irc	    10584
1275	DBSB_8           	&	 	 	BOPN	irc	        0
1276	FSR_1268         	=	 	 	FPRO	   	    10000
1277	NGC_2421         	=	 	 	COCD	   	    13570
1278	NGC_2422         	=	 	 	COCD	   	    42670
1279	Riddle_5         	=	 	 	DREM	ast	     8395
1280	Ruprecht_25      	=	r	o	DIAS	dub	    10227
1281	Czernik_31       	=	 	 	DIAS	   	    10910
1282	ESO_429-05       	=	 	 	DIAS	   	     9067
1283	NGC_2423         	=	 	 	COCD	   	    26690
1284	Alessi_18        	=	 	 	DIAS	   	     9341
1285	Ruprecht_26      	=	 	 	COCD	   	    13310
1286	Ruprecht_27      	=	 	 	COCD	   	    18720
1287	Melotte_71       	=	 	 	COCD	   	    18272
1288	vdBergh-Hagen_4  	:	 	 	DIAS	   	        0
1289	DBSB_14          	:	 	 	BOPN	irc	        0
1290	NGC_2419         	=	g	o	HARR	glo	     1682
1291	NGC_2425         	=	 	 	DIAS	   	    10335
1292	NGC_2420         	=	 	 	DIAS	   	     5951
1293	Melotte_72       	=	 	 	DIAS	   	    11697
1294	Arp-Madore_2     	=	 	 	DIAS	   	     9592
1295	Collinder_467    	&	 	 	DIAS	non	        0
1296	FSR_1327         	=	 	 	FPOS	   	     9838
1297	NGC_2428         	=	 	 	COCD	   	     9161
1298	NGC_2430         	=	 	 	COCD	   	    10297
1299	Ruprecht_28      	=	 	 	DIAS	non	    13026
1300	ESO_493-03       	=	 	 	COCD	   	    12058
1301	Bochum_15        	=	n	o	DIAS	   	     8096
1302	FSR_1152         	=	 	 	FPOS	   	     4935
1303	NGC_2408         	-	s	o	DIAS	rem	        0
1304	DBSB_15          	&	n	o	BOPN	irc	        0
1305	Haffner_13       	=	 	 	COCD	   	    24678
1306	NGC_2439         	=	 	 	COCD	   	    20398
1307	ESO_429-13       	=	 	 	DIAS	   	    11886
1308	NGC_2451A        	=	 	 	COCD	   	   111095
1309	Ruprecht_151     	=	 	 	COCD	   	    10716
1310	NGC_2432         	=	 	 	COCD	   	    13098
1311	Ruprecht_29      	=	r	c	DIAS	non	    10790
1312	FSR_1211         	=	 	 	FPOS	   	     7840
1313	NGC_2437         	=	 	 	COCD	   	    37723
1314	FSR_1320         	=	 	 	FPRO	   	     9949
1315	Ruprecht_30      	=	 	 	DREM	ast	    10954
1316	FSR_1145         	=	 	 	FPOS	   	     5192
1317	Ruprecht_31      	=	 	 	COCD	   	     9056
1318	FSR_1220         	=	r	c	FPOS	   	     8250
1319	FSR_1203         	=	 	 	FPOS	   	     6916
1320	ESO_368-11       	=	 	 	DIAS	   	    12806
1321	FSR_1353         	&	 	 	FPOS	   	        0
1322	NGC_2451B        	=	 	 	COCD	   	    24227
1323	NGC_2448         	=	 	 	COCD	   	    15592
1324	NGC_2447         	=	 	 	COCD	   	    43750
1325	FSR_1176         	=	 	 	FPOS	   	     5660
1326	Haffner_14       	=	 	 	DIAS	dub	    14201
1327	Ruprecht_32      	=	n	o	DIAS	   	    10840
1328	Haffner_15       	=	 	 	DIAS	   	    12967
1329	ESO_258-01       	=	r	c	DIAS	dub	     5887
1330	Ruprecht_34      	=	 	 	COCD	   	    10936
1331	FSR_1351         	=	 	 	FPOS	   	    10987
1332	Ruprecht_33      	=	 	 	DIAS	dub	    12216
1333	Ruprecht_35      	=	 	 	DIAS	   	    11607
1334	FSR_1352         	=	 	 	FPOS	   	    11964
1335	FSR_1141         	:	 	 	FPOS	   	        0
1336	Berkeley_39      	=	 	 	DIAS	   	     5615
1337	ASCC_41          	=	 	 	COCD	   	     7102
1338	FSR_1343         	&	 	 	DIAS	irc	        0
1339	ESO_368-14       	=	 	 	DIAS	   	    10345
1340	NGC_2453         	=	 	 	DIAS	   	    10233
1341	FSR_1350         	=	 	 	FPOS	   	    10728
1342	FSR_1064         	=	 	 	FPOS	   	     3613
1343	FSR_1347         	=	 	 	FPOS	   	    12048
1344	Ruprecht_36      	=	 	 	DIAS	   	    10914
1345	Teutsch_25       	=	 	 	DIAS	   	     9431
1346	Haffner_25       	=	 	 	DIAS	non	    10897
1347	AH03_J0748-26.9  	-	 	 	DIAS	   	        0
1348	FSR_1315         	=	 	 	DIAS	irc	    11704
1349	FSR_1249         	=	 	 	FPOS	   	     5874
1350	NGC_2455         	=	 	 	DIAS	   	    12256
1351	FSR_1308         	:	 	 	DIAS	irc	        0
1352	ESO_311-14       	=	 	 	DIAS	dub	     8422
1353	Ruprecht_37      	=	 	 	DIAS	   	     6176
1354	FSR_1245         	=	 	 	FPOS	   	     6034
1355	Haffner_16       	=	 	 	COCD	   	    10140
1356	Ruprecht_38      	=	 	 	DIAS	dub	    10268
1357	Czernik_32       	=	 	 	DIAS	   	    15109
1358	FSR_1361         	=	 	 	FPOS	   	     9795
1359	FSR_1294         	=	 	 	DIAS	irc	     9190
1360	Haffner_17       	=	 	 	DIAS	   	    13515
1361	NGC_2459         	=	r	o	DREM	ast	     2271
1362	SAI_81           	=	 	 	DIAS	   	    14526
1363	NGC_2477         	=	 	 	COCD	   	    33067
1364	ESO_123-26       	=	 	 	COCD	   	     6023
1365	FSR_1044         	=	r	o	FPOS	   	     2605
1366	SAI_82           	=	 	 	DIAS	   	    11071
1367	NGC_2467         	=	n	o	COCD	   	    11501
1368	Ruprecht_39      	=	 	 	DIAS	non	     9340
1369	Pup_OB1          	:	a	o	MELN	ass	        0
1370	NGC_2467-east    	=	n	o	BIEM	irc	     9595
1371	Haffner_18       	=	n	o	DIAS	   	    10355
1372	Haffner_19       	=	n	o	DIAS	   	     9462
1373	ASCC_42          	=	 	 	COCD	   	     8750
1374	ASCC_43          	=	 	 	COCD	   	    18776
1375	FSR_1133         	=	 	 	FPOS	   	     4173
1376	FSR_1102         	=	 	 	FPOS	   	     3591
1377	FSR_1298         	=	 	 	FPRO	   	    11402
1378	Ruprecht_41      	=	 	 	DIAS	   	    11622
1379	Ruprecht_152     	=	r	o	DIAS	   	     9082
1380	NGC_2479         	=	 	 	COCD	   	    13156
1381	Waterloo_3       	=	 	 	DIAS	   	    10594
1382	NGC_2482         	=	 	 	COCD	   	    16555
1383	NGC_2483         	=	 	 	COCD	   	    12557
1384	Trumpler_9       	=	 	 	COCD	   	    10944
1385	Haffner_20       	=	 	 	DIAS	   	    13158
1386	NGC_2489         	=	 	 	COCD	   	    13523
1387	Pup_OB2          	:	a	o	MELN	ass	        0
1388	Ruprecht_42      	=	 	 	DIAS	   	    11367
1389	FSR_1479         	=	r	o	FPOS	   	     4693
1390	FSR_1221         	=	r	o	FPOS	   	     5094
1391	FSR_1342         	=	 	 	FPRO	   	    13625
1392	Turner_12        	=	 	 	DIAS	dub	    13304
1393	NGC_2516         	=	 	 	COCD	   	    25781
1394	Koposov_2        	=	g	o	HARR	glo	     1507
1395	Kronberger_85    	=	 	 	DIAS	   	     9874
1396	FSR_1514         	=	r	o	FPOS	   	     3728
1397	FSR_1084         	=	 	 	FPOS	   	     3434
1398	Ruprecht_44      	=	 	 	COCD	   	    15288
1399	FSR_1087         	=	 	 	FPOS	   	     2374
1400	ESO_494-09       	=	 	 	DIAS	   	    12363
1401	Ruprecht_43      	=	 	 	COCD	   	    14935
1402	ESO_561-05       	=	 	 	DIAS	dub	    10047
1403	FSR_1336         	=	 	 	FPRO	   	    12305
1404	Ruprecht_45      	=	 	 	DIAS	dub	     5676
1405	FSR_1365         	=	 	 	FPRO	   	    13237
