#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-02-28T04:30:48 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e587b34af16	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/860/43&tab:{J/ApJ/860/43/table4}&key:source=J/ApJ/860/43/table4&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/860/43/table4
#-order=I
#-out=Set
#-out=Name
#-out=Assoc
#-out=r_SpT
#-out=SpT
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=Dist
#-out=r_RVel
#-out=RVel
#-out=HR1
#-out=NUVmag
#-out=Gmag
#-out=Jmag
#-out=IRex
#-out=r_Known
#-out=Known
#-out=r_Li
#-out=Bin
#-out=rvCat
#-out=Gaia
#Gaia=Gaia
#-out=2M
#2M=2M
#-out=SimbadName
#

#RESOURCE=yCat_18600043
#Name: J/ApJ/860/43
#Title: BANYAN. XII. New members from Gaia-Tycho data (Gagne+, 2018)
#Table	J_ApJ_860_43_table4:
#Name: J/ApJ/860/43/table4
#Title: Candidate members recovered in this work
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Set	(A4)	Subset (1)	[ucd=meta.note]
#Column	Name	(a17)	Star Name	[ucd=meta.id;meta.main]
#Column	Assoc	(a6)	Association short name (2)	[ucd=meta.id.parent]
#Column	r_SpT	(I3)	? Reference for spectral types (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	SpT	(a10)	Spectral Type (3)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F7.2)	[-114/209] Proper motion in RA; {mu}_{alpha}_\cos{delta}	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	[-196/165] Proper motion in DE; {mu}_{delta}_	[ucd=pos.pm;pos.eq.dec]
#Column	Dist	(F6.2)	[21.9/243] Distance	[ucd=pos.distance;pos.heliocentric]
#Column	r_RVel	(I3)	? Reference for radial velocities (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	RVel	(F7.3)	[-20/43]? Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	HR1	(F5.2)	[-1/1]? HR1 hardness ratio	[ucd=phot.flux;arith.ratio]
#Column	NUVmag	(F6.3)	[11.4/21.4]? GALEX NUV magnitude	[ucd=phot.mag;em.UV]
#Column	Gmag	(F6.3)	[5.9/12.1] Gaia DR1 (I/337) G-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Jmag	(F5.2)	[5.5/11] 2MASS (II/246) J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	IRex	(F4.1)	[0/10.3]? IR Excess in N{sigma}	[ucd=phot.color.excess;em.IR]
#Column	r_Known	(I3)	? Membership candidacy in a young association references (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Known	(a11)	Known Group	[ucd=meta.id]
#Column	r_Li	(I2)	? Lithium detection reference (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Bin	(A1)	Binary flag (5)	[ucd=meta.code]
#Column	rvCat	(I3)	Display data from Kharchenko+, 2007, III/254 and RAVE DR5 (Kunder+, 2017, III/279) within 1.5" [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Gaia	(A4)	Display the Gaia -DR1 (I/337) and -DR2 (I/345) data within 0.5"	[ucd=meta.ref.url]
#Column	2M	(A2)	Display the 2MASS data (II/246) within 3"	[ucd=meta.ref.url]
#Column	SimbadName	(a23)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Set	Name	Assoc	r_SpT	SpT	RAJ2000	DEJ2000	pmRA	pmDE	Dist	r_RVel	RVel	HR1	NUVmag	Gmag	Jmag	IRex	r_Known	Known	r_Li	Bin	rvCat	Gaia	2M	SimbadName
096.20985000	-55.73225000	NYCM	TYC 8538-1564-1  	OCT   	   	(G6)      	06 24 50.364	-55 43 56.10	 -12.90	  17.21	163.00	   	       	     	18.410	11.776	10.59	 2.1	   	           	  	 	  0	Gaia	2M	TYC 8538-1564-1
096.82595417	-31.25168611	NYCM	TYC 7074-1187-1  	OCT   	 26	(G2)      	06 27 18.229	-31 15 06.07	 -16.35	  12.57	132.50	   	       	     	      	10.410	 9.49	 1.8	   	           	  	 	  0	Gaia	2M	TYC 7074-1187-1
098.24357500	-30.86308056	NYCM	HD 46603         	OCT   	   	A1IV/V    	06 32 58.458	-30 51 47.09	 -13.48	  10.57	168.90	   	       	     	11.922	 8.691	 8.38	 1.6	   	           	  	 	  0	Gaia	2M	HD 46603
098.38601250	-28.60271667	NYCM	CD-28 3128       	OCT   	   	F5        	06 33 32.643	-28 36 09.78	 -14.14	   9.48	170.70	   	       	     	13.588	 9.600	 8.90	 1.5	   	           	  	 	  0	Gaia	2M	CD-28 3128
098.41827500	-37.41563056	NYCM	CD-37 2904       	OCT   	   	G0        	06 33 40.386	-37 24 56.27	 -21.91	  15.17	108.70	   	       	     	      	 9.241	 8.35	 1.5	   	           	  	 	  0	Gaia	2M	CD-37 2904
098.60061667	-31.38340833	NYCM	TYC 7074-1129-1  	OCT   	 19	(G7)      	06 34 24.148	-31 23 00.27	 -14.97	   8.90	145.10	   	       	     	      	11.452	10.25	 2.8	   	           	  	 	  0	Gaia	2M	TYC 7074-1129-1
098.96637917	-31.21269722	NYCM	TYC 7074-1427-1  	OCT   	 26	(G4)      	06 35 51.931	-31 12 45.71	 -17.50	  11.10	158.60	   	       	     	      	10.934	 9.92	 1.8	   	           	  	 	  0	Gaia	2M	TYC 7074-1427-1
099.99578333	-32.87482500	NYCM	CD-32 3255       	OCT   	 34	(F5)      	06 39 58.988	-32 52 29.37	 -19.67	  12.40	132.80	   	       	-0.58	      	 9.117	 8.39	 1.7	   	           	  	 	  0	Gaia	2M	CD-32 3255
100.63467083	-40.51809167	NYCM	TYC 7631-1464-1  	OCT   	   	(K0)      	06 42 32.321	-40 31 05.13	 -16.34	  13.09	166.80	   	       	-0.02	      	11.842	10.50	 1.4	   	           	  	 	  0	Gaia	2M	TYC 7631-1464-1
101.01160833	-50.52611944	NYCM	HD 49096         	OCT   	   	A9V       	06 44 02.786	-50 31 34.03	 -13.12	  14.45	159.30	   	       	 0.66	      	 8.660	 8.22	 1.3	   	           	  	 	  0	Gaia	2M	HD 49096
101.33660000	-38.77398333	NYCM	HD 49155         	OCT   	   	F3V       	06 45 20.784	-38 46 26.34	 -14.91	  12.41	165.60	   	       	     	      	 9.278	 8.66	 1.6	   	           	  	 	  0	Gaia	2M	HD 49155
101.91039167	-46.55758333	NYCM	HD 49756         	OCT   	   	F3V       	06 47 38.494	-46 33 27.30	 -12.00	  13.19	172.30	   	       	     	      	 9.669	 8.97	 1.5	   	           	  	 	  0	Gaia	2M	HD 49756
101.98529167	-53.17817500	NYCM	HD 49964         	OCT   	  8	A7IV      	06 47 56.470	-53 10 41.43	 -14.30	  14.44	156.20	   	       	     	      	 8.770	 8.38	 2.1	   	           	  	 	  0	Gaia	2M	HD 49964
102.51572083	-22.49661944	NYCM	TYC 5962-379-1   	OCT   	 19	(G7)      	06 50 03.773	-22 29 47.83	 -16.57	   7.62	164.10	   	       	 0.16	      	11.711	10.50	 2.2	   	           	  	 	  0	Gaia	2M	TYC 5962-379-1
103.10157917	-38.61757222	NYCM	HD 50653         	OCT   	  8	A2V       	06 52 24.379	-38 37 03.26	 -15.18	  11.31	170.10	   	       	     	      	 8.301	 8.02	 1.8	   	           	  	 	  0	Gaia	2M	HD 50653
103.36917083	-39.76186111	NYCM	TYC 7632-1686-1  	OCT   	 11	(G6)      	06 53 28.601	-39 45 42.70	 -14.95	   8.85	149.50	   	       	     	      	11.697	10.52	 2.0	   	           	  	 	  0	Gaia	2M	TYC 7632-1686-1
104.20404167	-39.33850833	NYCM	TYC 7628-69-1    	OCT   	 14	(G7)      	06 56 48.970	-39 20 18.63	 -13.90	  10.60	172.00	   	       	 0.00	      	11.527	10.29	    	   	           	  	 	  0	Gaia	2M	TYC 7628-69-1
105.18427917	-40.50213611	NYCM	CD-40 2836       	OCT   	 19	(G2)      	07 00 44.227	-40 30 07.69	 -15.60	  11.12	169.80	   	       	-0.06	      	10.165	 9.24	 1.9	   	           	  	 	  0	Gaia	2M	CD-40 2836
105.23829167	-72.56054167	NYCM	HD 54154         	OCT   	   	F3/5V     	07 00 57.190	-72 33 37.95	 -20.33	  20.09	113.90	   	       	     	12.062	 7.857	 7.20	 2.5	   	           	  	 	  0	Gaia	2M	HD 54154
105.51067917	-53.45290000	NYCM	TYC 8537-2148-1  	OCT   	   	(G0)      	07 02 02.563	-53 27 10.44	 -14.40	  12.40	178.00	   	       	-0.30	16.540	10.923	10.07	 1.8	   	           	  	 	  0	Gaia	2M	TYC 8537-2148-1
106.26500833	-38.46049722	NYCM	TYC 7629-1509-1  	OCT   	   	(F5)      	07 05 03.602	-38 27 37.79	 -14.53	   7.36	190.40	   	       	     	      	10.295	 9.57	 1.6	   	           	  	 	  0	Gaia	2M	TYC 7629-1509-1
106.73007917	-45.05120278	NYCM	HD 54504         	OCT   	 11	F3V       	07 06 55.219	-45 03 04.33	 -17.12	  10.68	145.00	   	       	     	      	 8.549	 7.90	 2.2	   	           	  	 	  0	Gaia	2M	HD 54504
108.92260833	-72.74131667	NYCM	HD 57723         	OCT   	   	F2V       	07 15 41.426	-72 44 28.74	 -18.98	  14.96	142.10	   	       	     	      	 8.334	 7.71	 2.6	   	           	  	 	  0	Gaia	2M	HD 57723
109.00582083	-46.86683889	NYCM	HD 56735         	OCT   	   	F3V       	07 16 01.397	-46 52 00.62	 -21.00	  11.14	158.40	   	       	     	      	 8.918	 8.34	 1.6	   	           	  	 	  0	Gaia	2M	HD 56735
240.92465833	-81.53838611	NYCM	HD 141824        	OCT   	  8	F0V       	16 03 41.918	-81 32 18.19	  -0.86	 -18.91	158.20	   	       	     	      	 9.249	 8.60	 2.1	   	           	  	 	  0	Gaia	2M	HD 141824
268.08392083	-72.78008889	NYCM	HD 161382        	OCT   	 11	F0IV      	17 52 20.141	-72 46 48.32	   5.80	 -13.43	197.00	   	       	     	      	 9.482	 8.91	 1.3	   	           	  	 	  0	Gaia	2M	HD 161382
269.18449167	-82.06913611	NYCM	HD 160581        	OCT   	  8	F3/5V     	17 56 44.278	-82 04 08.89	   8.57	 -19.13	140.40	   	       	 0.04	      	 8.692	 7.96	 1.2	   	           	  	 	  0	Gaia	2M	HD 160581
271.18329167	-65.15437500	NYCM	TYC 9063-458-1   	OCT   	   	(G3)      	18 04 43.990	-65 09 15.75	   9.53	 -13.47	192.00	   	       	     	      	11.127	10.18	 1.6	   	           	  	 	  0	Gaia	2M	TYC 9063-458-1
273.37542917	-81.66613611	NYCM	HD 163837        	OCT   	 11	A9V       	18 13 30.103	-81 39 58.09	  12.03	 -19.40	132.40	   	       	 0.08	      	 8.501	 7.89	 1.8	   	           	  	 	  0	Gaia	2M	HD 163837
132.96662083	-57.29357778	NYCM	HD 76162         	PL8   	 26	A3V       	08 51 51.989	-57 17 36.88	 -12.43	  16.83	128.40	   	       	     	      	 7.945	 7.58	 2.6	   	           	  	 	  0	Gaia	2M	HD 76162
132.97779167	-60.70170000	NYCM	CD-60 2373       	PL8   	   	F5        	08 51 54.670	-60 42 06.12	 -13.60	  16.95	133.10	   	       	     	      	 9.261	 8.52	 3.0	   	           	  	 	  0	Gaia	2M	CD-60 2373
133.26089167	-59.31333056	NYCM	TYC 8581-1172-1  	PL8   	 11	(K3)      	08 53 02.614	-59 18 47.99	 -13.00	  17.30	114.10	   	       	 0.45	      	10.961	 9.35	 0.0	   	           	  	 	  0	Gaia	2M	TYC 8581-1172-1
133.36252917	-56.51939444	NYCM	HD 76413         	PL8   	   	A3V       	08 53 27.007	-56 31 09.82	 -15.25	  15.44	130.20	   	       	     	      	 7.488	 7.21	 2.5	   	           	  	 	  0	Gaia	2M	HD 76413
135.11099167	-50.35558611	NYCM	TYC 8173-504-1   	PL8   	   	(K2)      	09 00 26.638	-50 21 20.11	 -14.90	  11.19	122.00	   	       	 0.36	      	11.420	 9.94	 2.7	   	           	  	 	  0	Gaia	2M	TYC 8173-504-1
136.21407917	-54.71651389	NYCM	TYC 8586-850-1   	PL8   	 14	(G2)      	09 04 51.379	-54 42 59.45	 -14.30	  11.57	138.20	   	       	     	      	 9.952	 9.05	 2.3	   	           	  	 	  0	Gaia	2M	TYC 8586-850-1
136.71835833	-58.75651389	NYCM	HD 302118        	PL8   	   	G0        	09 06 52.406	-58 45 23.45	 -13.56	  15.24	137.80	   	       	     	      	 9.150	 8.49	 1.7	   	           	  	 	  0	Gaia	2M	HD 302118
137.06904167	-59.58575833	NYCM	TYC 8595-2309-1  	PL8   	   	(G2)      	09 08 16.570	-59 35 08.73	 -15.27	  14.02	127.40	   	       	     	      	 9.937	 9.03	 1.9	   	           	  	 	  0	Gaia	2M	TYC 8595-2309-1
140.18935000	-55.99424167	NYCM	TYC 8588-1331-1  	PL8   	 33	(K1)      	09 20 45.444	-55 59 39.27	 -18.40	  11.39	148.00	   	       	     	      	11.557	10.12	 2.1	   	           	  	 	  0	Gaia	2M	TYC 8588-1331-1
055.87086250	+14.75856944	NYCM	TYC 663-631-1    	TAU   	   	(G8)      	03 43 29.007	+14 45 30.85	   6.40	  -7.93	155.00	   	       	 1.00	15.780	10.255	 8.98	 2.1	   	           	  	 	  0	Gaia	2M	TYC 663-631-1
056.73160000	+18.28393889	NYCM	HD 23586         	TAU   	 11	F0        	03 46 55.584	+18 17 02.18	   7.14	  -9.22	134.20	   	       	     	12.985	 8.788	 7.95	 3.5	   	           	  	 	  0	Gaia	2M	HD 23586
060.84320833	+17.27413333	NYCM	HD 285373        	TAU   	   	F8        	04 03 22.370	+17 16 26.88	   4.80	 -13.05	122.20	   	       	 0.73	      	 9.542	 8.65	 1.7	   	           	  	 	  0	Gaia	2M	HD 285373
061.22610417	+16.65703333	NYCM	HD 285392        	TAU   	   	K5        	04 04 54.265	+16 39 25.32	  10.30	  -8.38	184.00	   	       	     	19.280	10.755	 9.17	 1.4	   	           	  	 	  0	Gaia	2M	HD 285392
061.33210833	+17.67216111	NYCM	HD 285370        	TAU   	 11	G0        	04 05 19.706	+17 40 19.78	   9.40	 -18.88	 99.60	   	       	     	15.170	 9.260	 8.14	 1.1	   	           	  	 	  0	Gaia	2M	HD 285370
061.44657500	+21.20629167	NYCM	HD 25737         	TAU   	   	F5        	04 05 47.178	+21 12 22.65	   5.56	 -14.35	121.00	   	       	 0.67	      	 8.611	 7.82	 2.1	   	           	  	 	  0	Gaia	2M	HD 25737
061.77145000	+29.44047778	NYCM	HD 281602        	TAU   	   	A5        	04 07 05.148	+29 26 25.72	   5.63	 -14.49	201.80	   	       	     	15.520	 9.571	 7.93	 1.0	   	           	  	 	  0	Gaia	2M	HD 281602
062.22297917	+23.09850833	NYCM	HD 26128A        	TAU   	   	A8IV      	04 08 53.515	+23 05 54.63	  11.75	 -20.99	111.40	   	       	     	13.055	 7.506	 6.78	 3.5	   	           	  	 	  0	Gaia	2M	HD 26128A
063.02390000	+21.06962778	NYCM	HD 284208        	TAU   	 19	G0        	04 12 05.736	+21 04 10.66	   2.40	 -13.46	120.50	   	       	 1.00	      	 9.753	 8.85	 1.4	   	           	  	 	  0	Gaia	2M	HD 284208
064.08506250	+24.01945000	NYCM	HD 283560        	TAU   	 35	G0        	04 16 20.415	+24 01 10.02	   2.70	 -12.20	161.00	   	       	     	16.090	10.416	 9.17	 1.3	   	           	  	 	  0	Gaia	2M	HD 283560
065.20025833	+21.25117222	NYCM	HD 284329        	TAU   	  8	A2        	04 20 48.062	+21 15 04.22	   3.80	  -6.58	181.60	   	       	     	      	10.058	 8.80	 1.5	   	           	  	 	  0	Gaia	2M	HD 284329
066.24038333	+20.05658611	NYCM	HD 27900         	TAU   	   	F5        	04 24 57.692	+20 03 23.71	   0.33	 -13.14	143.40	   	       	     	      	 8.824	 8.10	 1.5	   	           	  	 	  0	Gaia	2M	HD 27900
066.98785000	+14.17838611	NYCM	HD 286781        	TAU   	   	G5        	04 27 57.084	+14 10 42.19	   2.30	 -14.60	134.00	   	       	     	      	10.676	 9.44	 1.9	   	           	  	 	  0	Gaia	2M	HD 286781
068.61785000	+23.10917778	NYCM	HD 28944         	TAU   	   	F5        	04 34 28.284	+23 06 33.04	   0.50	 -15.74	123.00	   	       	     	      	 9.137	 8.39	 1.6	   	           	  	 	  0	Gaia	2M	HD 28944
069.71729167	+20.78067222	NYCM	HD 284612        	TAU   	   	F5        	04 38 52.150	+20 46 50.42	   5.79	 -15.37	148.70	   	       	     	      	 9.686	 8.84	 1.9	   	           	  	 	  0	Gaia	2M	HD 284612
070.55080000	+22.94229722	NYCM	HD 284659        	TAU   	   	A2        	04 42 12.192	+22 56 32.27	  -0.68	 -15.30	118.00	   	 15.000	     	      	 7.169	 7.00	 0.0	   	           	  	 	  1	Gaia	2M	HD 284659
071.58202500	+32.25438056	NYCM	TYC 2378-56-1    	TAU   	 19	(K0)      	04 46 19.686	+32 15 15.77	   5.40	 -17.80	185.80	   	       	     	16.030	10.281	 8.94	 1.1	   	           	  	 	  0	Gaia	2M	TYC 2378-56-1
072.44097500	+22.39661944	NYCM	HD 284761        	TAU   	  8	G0        	04 49 45.834	+22 23 47.83	  -0.50	 -16.00	123.30	   	       	 0.15	15.188	 9.981	 9.02	 0.6	   	           	  	 	  0	Gaia	2M	HD 284761
074.52952083	+15.64441111	NYCM	HD 286269        	TAU   	   	F8        	04 58 07.085	+15 38 39.88	  -1.70	 -13.10	116.10	   	       	 0.30	      	10.694	 9.40	 2.2	   	           	  	 	  0	Gaia	2M	HD 286269
079.45495417	+14.57817778	NYCM	TYC 711-294-1    	TAU   	 29	(K3)      	05 17 49.189	+14 34 41.44	  -1.90	  -8.00	131.60	   	       	     	19.280	11.503	 9.81	 2.8	   	           	  	 	  0	Gaia	2M	TYC 711-294-1
085.81053750	+43.37343333	NYCM	BD+43 1331       	TAU   	   	K0III     	05 43 14.529	+43 22 24.36	  -3.04	 -23.14	131.90	   	       	     	      	 8.780	 7.44	 1.9	   	           	  	 	  0	Gaia	2M	BD+43 1331A
144.26130833	-38.28796944	NYCM	TYC 7692-2943-2  	UCL   	   	F8        	09 37 02.714	-38 17 16.69	 -13.88	  -7.85	142.30	   	       	     	12.942	 9.348	 7.86	    	   	           	  	 	  0	Gaia	2M	TYC 7692-2943-2
206.44144167	-34.74523889	NYCM	HD 119740        	UCL   	 11	A9V       	13 45 45.946	-34 44 42.86	 -26.50	 -21.84	133.20	   	       	     	13.274	 8.422	 7.89	 2.0	   	           	  	 	  0	Gaia	2M	HD 119740
208.25472083	-52.22401944	NYCM	CD-51 7806       	UCL   	   	F2        	13 53 01.133	-52 13 26.47	 -27.00	 -21.55	127.30	   	       	     	      	 9.428	 8.28	 1.5	   	           	  	 	  0	Gaia	2M	CD-51 7806
208.82849167	-53.52861389	NYCM	HD 121191        	UCL   	   	A5IV/V    	13 55 18.838	-53 31 43.01	 -24.54	 -19.87	135.90	   	       	     	      	 8.191	 7.73	 6.2	   	           	  	 	  0	Gaia	2M	HD 121191
211.41187917	-40.34229167	NYCM	TYC 7807-315-1   	UCL   	   	(K2)      	14 05 38.851	-40 20 32.25	 -22.50	 -20.79	136.20	   	       	     	      	11.214	 9.71	 3.0	   	           	  	 	  0	Gaia	2M	TYC 7807-315-1
212.49092917	-42.55604722	NYCM	TYC 7811-566-1   	UCL   	 19	(K3)      	14 09 57.823	-42 33 21.77	 -22.80	 -20.56	142.40	   	       	     	      	11.358	 9.71	 1.6	   	           	  	 	  0	Gaia	2M	TYC 7811-566-1
212.85072917	-44.35990833	NYCM	TYC 7816-16-1    	UCL   	 29	(K2)      	14 11 24.175	-44 21 35.67	 -18.00	 -13.60	152.20	   	       	     	      	10.884	 9.39	 2.1	   	           	  	 	  0	Gaia	2M	TYC 7816-16-1
213.15040833	-38.51289722	NYCM	TYC 7804-1669-1  	UCL   	   	(K3)      	14 12 36.098	-38 30 46.43	 -30.10	 -22.40	117.20	   	       	     	      	10.756	 9.08	 2.3	   	           	  	 	  0	Gaia	2M	TYC 7804-1669-1
214.33360000	-32.51314722	NYCM	CD-31 11053      	UCL   	 10	K3Ve      	14 17 20.064	-32 30 47.33	 -33.60	 -29.66	 85.30	 10	  5.000	 0.68	      	10.285	 8.48	 1.9	   	           	10	d	  1	Gaia	2M	CD-31 11053
217.83805833	-35.13074167	NYCM	TYC 7303-851-1   	UCL   	 11	(K2)      	14 31 21.134	-35 07 50.67	 -22.00	 -23.31	129.90	   	       	     	18.460	11.331	 9.75	 1.1	   	           	  	 	  0	Gaia	2M	TYC 7303-851-1
217.88947917	-28.62632500	NYCM	HD 127359        	UCL   	 36	F3V       	14 31 33.475	-28 37 34.77	 -22.78	 -23.65	127.90	   	       	 0.84	12.870	 8.414	 7.55	 1.7	   	           	  	 	  0	Gaia	2M	HD 127359
218.20942917	-46.70207222	NYCM	HD 127444        	UCL   	   	F6V       	14 32 50.263	-46 42 07.46	 -29.51	 -26.20	118.40	   	       	 0.57	      	 7.965	 7.01	 3.2	   	           	  	 	  0	Gaia	2M	HD 127444
220.31830000	-52.53530278	NYCM	TYC 8680-285-1   	UCL   	   	(G6)      	14 41 16.392	-52 32 07.09	 -19.70	 -23.00	131.20	   	       	     	      	11.066	 9.90	 2.1	   	           	  	 	  0	Gaia	2M	TYC 8680-285-1
223.87050833	-24.76493333	NYCM	HD 131622        	UCL   	 19	K0III/IV  	14 55 28.922	-24 45 53.76	 -22.77	 -23.61	130.80	   	       	     	16.900	 9.307	 8.02	 0.2	   	           	  	 	  0	Gaia	2M	HD 131622
231.31920000	-29.80541111	NYCM	TYC 6775-1126-1  	UCL   	   	(K2)      	15 25 16.608	-29 48 19.48	 -12.30	 -22.31	192.00	   	       	     	18.700	10.368	 8.78	 1.0	   	           	  	 	  0	Gaia	2M	TYC 6775-1126-1
231.73737917	-36.04542222	NYCM	TYC 7325-26-1    	UCL   	 14	(K1)      	15 26 56.971	-36 02 43.52	 -18.20	 -21.50	150.30	   	       	     	      	11.308	 9.89	 2.6	   	           	  	 	  0	Gaia	2M	TYC 7325-26-1
232.38762917	-57.24777778	NYCM	HD 137582        	UCL   	   	F0IV/V    	15 29 33.031	-57 14 52.00	 -27.93	 -29.54	115.30	   	       	     	      	 8.060	 7.57	 2.5	   	           	  	 	  0	Gaia	2M	HD 137582
234.04805000	-34.75579167	NYCM	TYC 7335-550-1   	UCL   	  8	(K2)      	15 36 11.532	-34 45 20.85	 -13.90	 -19.50	168.40	   	       	     	      	11.205	 9.65	 2.8	   	           	  	 	  0	Gaia	2M	TYC 7335-550-1
234.34447083	-40.29999722	NYCM	TYC 7840-1265-1  	UCL   	 14	(K0)      	15 37 22.673	-40 17 59.99	 -18.10	 -26.62	134.70	   	       	     	      	10.155	 8.80	 4.6	   	           	  	 	  0	Gaia	2M	TYC 7840-1265-1
237.68479167	-33.66371111	NYCM	HD 141518        	UCL   	   	F3V       	15 50 44.350	-33 39 49.36	 -23.72	 -33.69	109.80	   	       	 0.46	      	 8.459	 7.80	 2.8	   	           	  	 	  0	Gaia	2M	HD 141518
238.60234167	-36.14928056	NYCM	TYC 7341-482-1   	UCL   	 11	(G7)      	15 54 24.562	-36 08 57.41	 -20.89	 -24.79	147.90	   	       	     	17.670	11.150	 9.95	 2.0	   	           	  	 	  0	Gaia	2M	TYC 7341-482-1
249.42537083	-40.17149444	NYCM	TYC 7858-585-1   	UCL   	 11	(G6)      	16 37 42.089	-40 10 17.38	 -11.60	 -21.00	166.00	   	       	     	      	10.426	 9.27	 2.9	   	           	  	 	  0	Gaia	2M	TYC 7858-585-1
249.63064167	-31.10119167	NYCM	HD 149848        	UCL   	   	G3V       	16 38 31.354	-31 06 04.29	 -19.64	 -40.09	 94.70	   	       	     	      	 9.516	 8.51	 3.4	   	           	  	 	  0	Gaia	2M	HD 149848
250.50057083	-40.04947778	NYCM	TYC 7871-694-1   	UCL   	 11	(K2)      	16 42 00.137	-40 02 58.12	 -11.70	 -21.40	176.40	   	       	 0.71	      	11.318	 9.81	 2.2	   	           	  	 	  0	Gaia	2M	TYC 7871-694-1
250.52980833	-37.47513333	NYCM	HD 321883        	UCL   	   	K0        	16 42 07.154	-37 28 30.48	 -17.00	 -25.40	134.60	   	       	     	      	10.924	 9.86	 1.5	   	           	  	 	  0	Gaia	2M	HD 321883
257.38717083	-46.48537500	NYCM	HD 154742        	UCL   	   	F5V       	17 09 32.921	-46 29 07.35	 -11.57	 -29.34	130.40	   	       	     	      	 8.538	 7.79	 1.6	   	           	  	 	  0	Gaia	2M	HD 154742
260.11557083	-39.90045000	NYCM	HD 323198        	UCL   	 19	K0        	17 20 27.737	-39 54 01.62	  -9.40	 -34.30	119.20	   	       	 0.02	      	10.079	 8.88	 1.5	   	           	  	 	  0	Gaia	2M	HD 323198
265.14405833	-29.62894444	NYCM	TYC 6839-501-1   	UCL   	 19	(K0)      	17 40 34.574	-29 37 44.20	  -7.80	 -21.40	180.10	   	       	 0.00	      	10.649	 9.31	 0.0	   	           	  	 	  0	Gaia	2M	TYC 6839-501-1
280.26357083	-33.84621667	NYCM	TYC 7415-1656-1  	UCRA  	   	(K2)      	18 41 03.257	-33 50 46.38	  -2.90	 -30.50	149.00	   	       	     	      	11.038	 9.50	 2.8	   	           	  	 	  0	Gaia	2M	TYC 7415-1656-1
283.35285833	-37.27449722	NYCM	HD 174689        	UCRA  	 19	A0V       	18 53 24.686	-37 16 28.19	   3.01	 -27.27	166.00	   	       	     	      	 7.404	 7.24	 2.1	   	           	  	 	  0	Gaia	2M	HD 174689
283.81382083	-38.57920833	NYCM	HD 175048        	UCRA  	  8	A5IV/V    	18 55 15.317	-38 34 45.15	   3.06	 -28.32	141.90	   	       	     	      	 8.284	 7.84	 1.0	   	           	  	 	  0	Gaia	2M	HD 175048
285.97972917	-38.39794167	NYCM	TYC 7917-609-1   	UCRA  	  9	(G5)      	19 03 55.135	-38 23 52.59	   5.90	 -22.90	140.30	   	       	     	16.910	11.118	10.00	 0.0	   	           	  	 	  0	Gaia	2M	TYC 7917-609-1
286.48645000	-36.19633611	NYCM	HD 177386        	UCRA  	 29	F3IV/V    	19 05 56.748	-36 11 46.81	   5.37	 -26.28	146.00	   	       	     	      	 8.353	 7.50	 0.2	   	           	  	 	  0	Gaia	2M	HD 177386
234.45590000	-19.34931667	NYCM	BD-18 4115       	USCO  	 37	(G9)      	15 37 49.416	-19 20 57.54	 -12.70	 -17.67	190.20	   	       	 0.73	      	 9.697	 8.39	 1.2	   	           	  	 	  0	Gaia	2M	BD-18 4115
